"","x"
"650",4.5
"651",4
"652",3.5
"653",4
"654",3.5
"655",4.5
"656",3
"657",4
"658",3.5
"659",4
"660",3.5
"661",4
"662",4.5
"663",3.5
"664",3
"665",4
"666",3.5
"667",3
"668",3
"669",4
"670",3
"671",4
"672",2
"673",3
"674",3
"675",3
"676",4
"677",4.5
"678",3
"679",4.5
"680",3.5
"681",3.5
"682",4
"683",2
"684",3
"685",3.5
"686",3.5
"687",4
"688",4
"689",2
"690",2
"691",4.5
"692",3
"693",2.5
"694",3.5
"695",3.5
"696",3
"697",4.5
"698",4
"699",2.5
"700",4
"701",4
"702",4
"703",4
"704",4
"705",3.5
"706",4
"707",4
"708",3.5
"709",4
"710",4
"711",3.5
"712",4
"713",4.5
"714",4.5
"715",4
"716",4
"717",3.5
"718",3.5
"719",4
"720",3
"721",4.5
"722",3
"723",4
"724",2.5
"725",2.5
"726",4
"727",4
"728",2.5
"729",3.5
"730",1.5
"731",4
"732",3.5
"733",3.5
"734",4
"735",4
"736",3.5
"737",3
"738",3
"739",4
"740",4
"741",3.5
"742",3
"743",2.5
"744",3
"745",3
"746",3.5
"747",2
"748",4.5
"749",3
"750",4
"751",3.5
"752",3.5
"753",2
"754",4
"755",4.5
"756",3.5
"757",4
"758",3.5
"759",3.5
"760",4
"761",3
"762",3.5
"763",4
"764",3.5
"765",3.5
"766",2
"767",4
"768",4
"769",3
"770",2.5
"771",2.5
"772",1
"773",2.5
"774",4
"775",4
"776",3.5
"777",2.5
"778",3.5
"779",3.5
"780",4
"781",3
"782",3.5
"783",4
"784",3.5
"785",4
"786",3.5
"787",4
"788",2.5
"789",4
"790",3.5
"791",4.5
"792",3.5
"793",2.5
"794",4.5
"795",3
"796",3.5
"797",3
"798",2.5
"799",3
"800",4
"801",3.5
"802",3.5
"803",3.5
"804",3.5
"805",3.5
"806",4
"807",3
"808",4
"809",4
"810",4
"811",4
"812",4.5
"813",3
"814",3.5
"815",1.5
"816",2.5
"817",3.5
"818",3
"819",2.5
"820",3
"821",3
"822",3.5
"823",3
"824",3
"825",3.5
"826",4.5
"827",2.5
"828",3
"829",4
"830",4
"831",1.5
"832",4.5
"833",4.5
"834",3.5
"835",3.5
"836",1
"837",3.5
"838",3.5
"839",4
"840",2.5
"841",3.5
"842",3
"843",3.5
"844",2
"845",3.5
"846",3
"847",3.5
"848",2
"849",4
"850",4.5
"851",3.5
"852",3.5
"853",3.5
"854",3
"855",4
"856",3.5
"857",3.5
"858",4.5
"859",3.5
"860",3
"861",4
