,business_id,name,address,city,latitude,longitude,stars,review_count,categories,Alcohol,Ambience,BikeParking,BusinessAcceptsCreditCards,Caters,GoodForKids,HasTV,NoiseLevel,OutdoorSeating,RestaurantsAttire,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTakeOut,WiFi,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Ambience_casual,Ambience_classy,Ambience_divey,Ambience_hipster,Ambience_intimate,Ambience_romantic,Ambience_trendy,Ambience_upscale,BusinessParking_garage,BusinessParking_lot,BusinessParking_street,BusinessParking_valet,BusinessParking_validated,BusinessParking,GoodForMeal,GoodForMeal_breakfast,GoodForMeal_brunch,GoodForMeal_dessert,GoodForMeal_dinner,GoodForMeal_lunch,GoodForMeal_latenight
13,mSWNf1muSy9wgGtMRgt7Fg,Zeppe's Tavern & Pizzeria,"25780 Miles Rd, Ste C",Cleveland,41.4236915634,-81.4968538208,3.5,25,"Event Planning & Services, Wraps, Italian, Sandwiches, Bars, Caterers, Restaurants, Pizza, Nightlife, American (Traditional)",full_bar,casual,False,True,True,True,True,average,True,casual,True,True,True,True,free,11:0-0:0,11:0-22:0,11:0-0:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,dinner lunch,False,False,False,True,True,False
14,_3-gItHIdBvQ9XrDrIQLXg,Ribkens Cpr,226 Center Rd,Pittsburgh,40.4405424,-79.7670274,2.5,3,"Pizza, Restaurants",,,,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2PBPh8LTwt_mXP0GUYa9NQ,Veltre's Pizza,848 Allegheny River Blvd,Pittsburgh,40.5251659,-79.84048879999999,4.0,23,"Pizza, Restaurants",None,casual,,True,,True,True,quiet,False,casual,True,True,False,True,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,False,False,street,,,,,,,
16,wTBfpTjdWG_zoE62B_bLtA,Monical's Pizza,102 W Vine St,Urbana-Champaign,39.989059999999995,-88.2624359,3.0,10,"Italian, Pizza, Restaurants",,classy,,,,False,,,,,,,False,True,,11:0-21:30,11:0-21:0,11:0-21:30,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,False,True,False,False,False,False,False,False,False,True,False,False,False,lot,,,,,,,
17,EJGv2la6CcZmEIpkE4hzyg,Iron City Cafe,4002 Jennings Rd,Cleveland,41.4474028,-81.6882012,4.5,3,"Bars, American (New), Restaurants, Pizza, Nightlife",full_bar,,True,True,False,False,True,average,True,casual,False,True,True,False,no,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
18,nsw3tlB-hwz4KbPYcuaSww,Novanta,8452 Old Sauk Rd,Madison,43.075373344300004,-89.5296266589,4.5,250,"Mediterranean, Pizza, American (New), Restaurants, Italian",beer_and_wine,casual,True,True,True,True,True,quiet,True,casual,False,False,False,True,free,11:0-21:0,0:0-0:0,11:0-21:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,dinner lunch,False,False,False,True,True,False
19,goMccfETQlUOb9_USl4BUg,Mean Mugs Pub,9055 Mentor Ave,Cleveland,41.6759301,-81.3153778,4.5,55,"American (New), Burgers, Nightlife, Restaurants, Bars, Sandwiches, Pizza, Sports Bars",full_bar,casual,True,True,False,True,True,average,True,casual,True,True,False,True,free,11:0-2:30,11:0-0:0,11:0-2:30,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,dessert dinner,False,False,True,True,False,False
20,ZfCzpZNYSWeA3Ouku2eqlA,Pizza Hut,4001 Main St,Pittsburgh,40.3822107008,-79.9046134,1.5,5,"Restaurants, Italian, Pizza, Chicken Wings",,,,True,,True,,,False,,True,False,,True,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,,,,,,,,,,,,,,,,,,,,,
21,h8MMgum-XUQhU4xWCyQWLQ,The Jailhouse Taverne,15478 Avon Belden Rd,Cleveland,41.260574,-82.022644,4.0,121,"Nightlife, Bars, American (New), American (Traditional), Sandwiches, Pizza, Restaurants",full_bar,casual,True,True,False,True,True,loud,True,casual,False,True,False,True,no,11:0-1:0,11:0-23:0,11:0-1:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,dinner lunch,False,False,False,True,True,False
22,a3ZqjElMgAe924sbXZVcvA,Sciulli's Pizza,3404 5th Ave,Pittsburgh,40.4391344,-79.961805,4.5,20,"Pizza, Restaurants",None,,,False,,True,True,,False,casual,False,True,False,True,no,10:0-19:0,10:0-19:0,,,10:0-19:0,10:0-19:0,10:0-19:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
23,GqH0U0E3Te5pUUjyiIzNBQ,Hungry Howie's Pizza,1444 E Main,Cleveland,41.1536575,-81.3363537,3.0,8,"Restaurants, Pizza",None,,,True,True,True,True,,False,casual,True,True,False,True,,10:30-4:0,10:30-0:0,10:30-4:0,10:30-0:0,10:30-2:0,10:30-0:0,10:30-0:0,,,,,,,,,,,,,,,,,,,,,
24,uE6hI5_i4QVq12xU99xtqA,Fazio's Pizza,4028 Penn Ave,Pittsburgh,40.465200700000004,-79.9568209,4.0,77,"Restaurants, Pizza",None,,,True,False,True,True,average,True,casual,True,False,False,True,no,11:0-23:0,,11:0-23:0,12:0-20:0,11:0-22:0,11:0-22:0,11:0-22:0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
25,Qy_FDRtL-f-syUlEKpg_6A,Teresa's Pizza,4174 Wheatley Rd,Cleveland,41.219576,-81.6369753,2.5,15,"Pizza, Restaurants",None,,False,True,False,True,False,average,True,casual,True,True,False,True,no,11:0-22:0,11:0-21:0,11:0-22:0,12:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
26,yU7GLvB07AEGhsoCc9scQg,P & M Pizza,1609 5th Ave,Pittsburgh,40.5766784,-79.7682652,4.0,11,"Pizza, Restaurants",full_bar,,False,False,,True,True,,False,casual,False,False,True,True,free,11:0-23:0,,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,False,False,False,False,False,False,False,False,False,True,True,False,False,street lot,,,,,,,
27,TQqhfjlPVEz41K_wAogQSQ,Luigi's,515 S Midvale Blvd,Madison,43.054851899999996,-89.450401,3.5,123,"Restaurants, Pizza, Italian",beer_and_wine,casual,True,True,True,True,False,average,True,casual,True,True,False,True,free,11:0-22:0,0:0-0:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,True,False,False,False,False,False,False,False,False,True,True,False,False,street lot,dinner,False,False,False,True,False,False
28,gbDZhohLAOL1ufdVWHMTxQ,Pizza Hut,4710 Baum Blvd,Pittsburgh,40.453881200000005,-79.94957048100001,2.0,11,"Chicken Wings, Restaurants, Pizza, Italian",None,,True,True,False,True,True,average,False,casual,True,True,False,True,no,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,,,,,,,
29,Zp2vJfHciG9IiXfmtH5Wdw,Beta Bites,338 S Bouquet St,Pittsburgh,40.4400088,-79.95325229999999,4.0,86,"Sandwiches, American (New), Moroccan, Mediterranean, Restaurants, Pizza, Seafood, American (Traditional)",None,,True,True,True,True,True,average,True,casual,True,True,False,True,free,11:0-3:0,11:0-23:0,11:0-3:0,11:0-19:0,11:0-23:0,11:0-23:0,11:0-23:0,False,False,False,False,False,False,False,False,False,True,True,False,False,street lot,lunch,False,False,False,False,True,False
30,vvyr4r16lx5hjHJpaFJ8kw,Kicker's Pizza & More,15089 Snow Rd,Cleveland,41.403411,-81.803236,3.5,10,"Chicken Wings, Pizza, Restaurants, Breakfast & Brunch",None,,False,True,,True,True,quiet,False,casual,True,True,False,True,no,7:0-1:0,7:0-1:0,7:0-1:0,,7:0-1:0,7:0-1:0,7:0-1:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
31,P7Vk5j_XzWl-9kS5qZd9aQ,Fat Angelo's Pizzeria - Pittsburgh,511 E Carson St,Pittsburgh,40.4288129,-79.994599,3.0,20,"Pizza, Restaurants",,,,,,,True,,,,True,,False,True,,10:0-0:30,10:0-22:30,10:0-0:30,10:0-22:0,10:0-22:30,10:0-22:30,10:0-22:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
32,UgWVMUWFrr6bt3NSfuKrGQ,Guys Pizza Co,1838 Coventry Rd,Cleveland,41.5092215,-81.5802228,2.0,79,"Restaurants, Chicken Wings, Pizza, Burgers",None,divey,True,True,False,True,True,average,False,casual,True,True,False,True,no,10:30-1:30,10:30-1:30,10:30-1:30,10:30-1:30,10:30-1:30,10:30-1:30,10:30-1:30,False,False,True,False,False,False,False,False,False,False,True,False,False,street,,,,,,,
33,CiNZmBtZRaRSXKjwun4R4A,Pizza Di Roma West,439 Grand Canyon Dr,Madison,43.058414,-89.495487,3.5,40,"Italian, Pizza, Restaurants, Photographers, Event Planning & Services",full_bar,,True,True,True,True,True,quiet,True,casual,True,True,True,True,free,11:0-21:0,11:0-21:0,11:0-21:0,,11:0-21:0,11:0-21:0,11:0-21:0,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,dinner,False,False,False,True,False,False
34,CnmhEiSGkIgUdFGN-rpaHw,Fatbob's Pizza,1739 Pearl Rd,Cleveland,41.2273376,-81.840746,4.0,58,"Italian, Food, Restaurants, Pizza",beer_and_wine,casual,True,True,True,True,True,average,False,casual,True,True,False,True,free,10:0-23:0,10:0-22:0,10:0-23:0,12:0-20:0,10:0-22:0,10:0-22:0,10:0-22:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,dinner lunch,False,False,False,True,True,False
35,TEXUVhF-G_v2Sxwqti8HQA,Old Chicago,1910 N Neil St,Urbana-Champaign,40.139982,-88.244108,3.0,96,"Breweries, Food, American (Traditional), Salad, Pizza, Beer Bar, Bars, Restaurants, Nightlife, Sports Bars",full_bar,casual,True,True,True,True,True,average,True,casual,False,True,False,True,free,11:0-1:0,11:0-23:0,11:0-1:0,,11:0-23:0,11:0-23:0,11:0-23:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,latenight dinner lunch,False,False,False,True,True,True
36,pWJoOfYUWSkro0WNxHspFg,Claudio's Pizzeria & Ristorante,1883 Painter's Run Rd,Pittsburgh,40.3630141,-80.08546209999999,4.5,37,"Event Planning & Services, Caterers, Italian, Pizza, Restaurants",None,,True,True,True,True,True,quiet,False,casual,False,True,True,True,no,11:0-22:0,,11:0-22:0,16:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,dinner,False,False,False,True,False,False
37,R7eLlAdeIYsxux_Vm0l5sg,Carbonara's Restaurant,250 Mount Lebanon Blvd,Pittsburgh,40.3679633,-80.0370263,3.5,74,"Italian, Restaurants, Pizza",full_bar,casual,True,True,True,True,True,average,False,casual,False,True,True,True,no,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,dessert dinner lunch,False,False,True,True,True,False
38,JexI9opGP2n_Xv6IKnN0Bg,Domino's Pizza,409 W Gorham St,Madison,43.073518799999995,-89.3928866,2.5,25,"Restaurants, Pizza, Chicken Wings, Sandwiches",None,casual,True,True,False,True,True,quiet,False,casual,True,False,False,True,no,10:30-3:0,10:30-3:0,10:30-3:0,10:30-3:0,10:30-3:0,10:30-3:0,10:30-3:0,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
39,VSbLyFGbq7KUYSpyNxFnew,Master Pizza,4437 Kent Rd,Cleveland,41.156777000000005,-81.400727,4.5,5,"Pizza, Salad, Restaurants, Italian",,,,,,,True,,,,,,,,,10:0-23:0,10:0-22:0,10:0-23:0,10:0-21:0,10:0-22:0,10:0-22:0,10:0-22:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
40,4MyZEzAuoh8oXPzCEhw_FA,Lotsa Stone Fired Pizza,1733 E Carson St,Pittsburgh,40.428983605,-79.9808689914,4.0,15,"Restaurants, Pizza, Salad, Chicken Wings",None,,,True,True,,True,,False,,True,,False,True,free,11:0-3:0,0:0-0:0,11:0-3:0,11:0-0:0,11:0-3:0,11:0-3:0,11:0-0:0,False,False,False,False,False,False,False,False,False,False,True,False,False,street,,,,,,,
41,grtgCs-Ni4lTIJJr3dOu_w,Gioninos Pizzeria,14 S Main St,Cleveland,41.1389899,-81.4387572,3.5,18,"Pizza, Restaurants",,,,True,,True,,,False,,True,True,False,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
42,j4Ms51MtI4arORwaICNfCw,Ohio City Pizzeria,3223 Lorain Ave,Cleveland,41.481552,-81.70923409999999,3.0,52,"Pizza, Restaurants, Community Service/Non-Profit, Italian, Local Services",full_bar,casual,False,True,True,True,True,quiet,False,casual,True,True,True,True,free,17:0-22:0,17:0-21:0,17:0-22:0,,17:0-21:0,17:0-21:0,17:0-21:0,True,False,False,False,False,False,False,False,False,False,True,False,False,street,,,,,,,
43,fiRbomFAAtfTYOTTtnDUcA,Caliente Pizza & Drafthouse,4624 Liberty Ave,Pittsburgh,40.462035799999995,-79.9501025,3.0,309,"Salad, Chicken Wings, Pizza, Food, Restaurants, Nightlife, Burgers, Sandwiches, Cocktail Bars, Bars, Beer Bar",full_bar,casual,True,True,True,False,True,average,True,casual,True,True,False,True,free,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,True,False,False,False,False,False,False,False,False,False,True,False,False,street,latenight dinner,False,False,False,True,False,True
44,wuyJfCF5gWyz9yrFMaGczQ,The Pub At 333,333 Allegheny Ave,Pittsburgh,40.5161463892,-79.84367098930001,3.5,91,"American (New), Pubs, Restaurants, Nightlife, Pizza, Bars",full_bar,trendy,False,True,False,True,True,average,True,casual,False,True,True,True,free,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,False,False,False,False,False,False,True,False,False,True,True,False,False,street lot,dinner,False,False,False,True,False,False
45,A4aU9qMO4yxv4q3dqHZjmw,Antonios Pizza,34196 Aurora Rd,Cleveland,41.380575044699995,-81.4293452996,2.5,19,"Pizza, Food, Restaurants, Italian, Food Delivery Services",None,,False,True,True,True,True,quiet,False,casual,True,False,False,True,no,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
46,LBcCkRqkqJGthuqLE0t7zw,Pizza Hut,1112 Washington Pike,Pittsburgh,40.367311,-80.10412099999999,2.0,7,"Italian, Chicken Wings, Restaurants, Pizza",,,,True,False,True,True,,False,,True,True,False,True,,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
47,tFuWPheGlUElFlWUTLSUjA,Bishop's Pizza,1811-A Golden Mile Hwy,Pittsburgh,40.4472167,-79.7144823,4.0,13,"Pizza, Restaurants, Burgers",,,False,True,,True,,,False,casual,True,False,False,True,,11:0-21:30,15:30-20:30,11:0-21:30,,11:0-20:30,11:0-20:30,11:0-20:30,,,,,,,,,,,,,,,,,,,,,
48,lpel3pRFAzlow7u2TJMz4Q,Humble Wine Bar,15400 Detroit Ave,Cleveland,41.485075099999996,-81.803588,4.0,153,"Food, Tapas/Small Plates, Vegan, Desserts, Restaurants, Wine Bars, Bars, Lounges, Nightlife, Pizza",full_bar,trendy classy,True,True,False,False,True,average,True,casual,False,True,False,True,free,16:0-23:0,16:0-22:0,16:0-23:0,,16:0-22:0,16:0-22:0,16:0-22:0,False,True,False,False,False,False,True,False,False,True,True,False,False,street lot,latenight dessert dinner,False,False,True,True,False,True
49,qUZvcHJ6YDNHVmPLe02mYg,The Pizza Company,1711 Clairton Rd,Pittsburgh,40.3289489,-79.9322574,3.5,12,"Pizza, Restaurants",,,True,,,,,average,,,,,,True,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,,,,,,,,,,,,,,,,,,,,,
50,aMQ9eniSKkEkL0id93Y9cw,Carmella's Pizza Bazaar,804 E 222nd St,Cleveland,41.5925844,-81.52697909999999,4.5,15,"Pizza, Restaurants",None,,False,False,False,True,True,quiet,False,casual,False,True,False,True,no,15:0-22:0,,15:0-22:0,15:0-21:0,15:0-21:0,,15:0-21:0,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,,,,,,,
51,CkjKz23djBq3MoBrAzFYZw,Campana's Pizza,203 W 8th St,Cleveland,41.4637669873,-82.1741660312,4.0,7,"Pizza, Pasta Shops, Specialty Food, Desserts, International Grocery, Food, Restaurants, Italian",None,,True,True,True,,True,,True,,False,,False,True,free,12:0-22:0,,12:0-22:0,12:0-20:0,12:0-20:0,,,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,,,,,,,
52,stD-LTFFwlmBdzU-0aBntw,Little Nipper's Pizza II,216 N Craig St,Pittsburgh,40.4506317353,-79.9510331983,3.0,49,"Italian, Pizza, Restaurants",None,casual,True,True,False,True,True,average,False,casual,True,False,False,True,no,11:0-2:0,11:0-0:0,11:0-2:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,True,False,False,False,False,False,False,False,False,False,True,False,False,street,dinner lunch,False,False,False,True,True,False
53,mJ24zWo_FdE3_9v24sqFiw,Vento's Pizza,420 N Highland Ave,Pittsburgh,40.465274799999996,-79.92213570000001,3.5,23,"Sandwiches, Salad, Pizza, Restaurants, Italian",None,,True,False,True,True,True,average,True,casual,False,True,False,True,no,8:0-20:0,8:0-20:0,8:0-20:0,,8:0-20:0,8:0-20:0,8:0-20:0,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,breakfast dinner lunch,True,False,False,True,True,False
54,qZZ8VU1Bk-xCruEAZNwm6A,Sainato's at Rivergate,1852 Columbus Rd,Cleveland,41.4892123,-81.7008022,4.0,96,"Nightlife, Bars, Sports Bars, Event Planning & Services, Italian, Pizza, Caterers, Restaurants",full_bar,casual,True,True,True,True,True,average,True,casual,True,True,True,True,free,10:0-0:0,10:0-22:0,10:0-0:0,11:0-20:0,10:0-22:0,10:0-22:0,10:0-22:0,True,False,False,False,False,False,False,False,False,False,True,False,False,street,latenight dinner,False,False,False,True,False,True
55,YUpTWjuCgOL51Wti8XKxRw,Gionino's Pizzeria,1376 N Portage Path,Cleveland,41.1325085,-81.5494123,2.5,12,"Pizza, Restaurants",,,False,True,,False,True,,False,casual,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,jyFoxS8MofdpkAAK6A2LVQ,Domino's Pizza,25044 Lorain Rd,Cleveland,41.42525139999999,-81.89878,2.0,8,"Pizza, Restaurants, Chicken Wings, Sandwiches",,,,True,,True,,,,,True,True,False,True,,10:30-1:0,10:30-0:0,10:30-1:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,,,,,,,
57,WFM2FE0THduTbnjgGdGDLQ,Pizza Hut,80 Allegheny River Blvd,Pittsburgh,40.4973738447,-79.8450547457,2.5,10,"Restaurants, Pizza, Italian, Chicken Wings",None,,False,True,False,False,True,loud,False,casual,True,False,False,True,no,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
58,bftSQN9eaE5EQBe3ZztN8Q,Angelia's Pizza,202 Moon Clinton Rd,Pittsburgh,40.513118799999994,-80.223404,3.5,50,"Restaurants, Food, Chicken Wings, Italian, Food Delivery Services, Pizza",None,casual,True,True,True,True,False,average,False,casual,True,True,False,True,no,10:30-23:0,10:30-22:0,10:30-23:0,11:0-22:0,10:30-22:0,10:30-22:0,10:30-22:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,dinner lunch,False,False,False,True,True,False
59,z_RTK0MaxaRHRQ99hDL2QA,Benny Fierro's,1906 E Carson St,Pittsburgh,40.4284235,-79.9788262,4.5,130,"Restaurants, Pizza",None,casual,True,True,False,True,True,average,False,casual,True,True,False,True,no,11:0-3:0,11:0-0:0,11:0-3:0,11:0-0:0,11:0-2:30,11:0-0:0,11:0-0:0,True,False,False,False,False,False,False,False,False,False,True,False,False,street,latenight dinner lunch,False,False,False,True,True,True
60,Uda-CqNfow8Gh4rgtdhJZg,Tomatoes II Pizzeria,1069 Washington Ave,Pittsburgh,40.3973719815,-80.0838390877,4.0,60,"Chicken Wings, Specialty Food, Italian, Restaurants, Pasta Shops, Pizza, Food",None,,True,True,True,True,False,very_loud,False,casual,True,True,False,True,no,11:0-23:0,0:0-0:0,16:0-22:0,12:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,,,,,,,
61,HQhy9jCF-GBb9x-xhJ1rJQ,La Felice Pizza & Pasta,214 Moon Clinton Rd,Pittsburgh,40.5130714,-80.2238937,2.5,9,"Restaurants, Pizza, Italian",,,,True,,,,,,,True,,False,True,free,10:0-0:0,10:0-23:0,10:0-0:0,11:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
