"","x"
"655",3
"656",3
"657",1
"658",4.5
"659",3.5
"660",1.5
"661",1.5
"662",4
"663",3.5
"664",2.5
"665",4
"666",4
"667",3
"668",4
"669",3.5
"670",4.5
"671",4
"672",3
"673",3
"674",4
"675",5
"676",3.5
"677",3
"678",3
"679",2.5
"680",3.5
"681",3.5
"682",3
"683",3.5
"684",4
"685",4.5
"686",4
"687",4.5
"688",3
"689",3.5
"690",4
"691",4
"692",4
"693",3.5
"694",3
"695",3.5
"696",3.5
"697",2.5
"698",2.5
"699",3.5
"700",3.5
"701",3
"702",3
"703",4.5
"704",3.5
"705",4
"706",3
"707",3
"708",1.5
"709",4
"710",3
"711",5
"712",3
"713",3.5
"714",4
"715",1
"716",4
"717",1
"718",4
"719",4.5
"720",4
"721",3
"722",3.5
"723",4
"724",3
"725",4.5
"726",2
"727",4
"728",4
"729",4
"730",1.5
"731",4
"732",3.5
"733",4.5
"734",4
"735",4
"736",2.5
"737",3
"738",3
"739",3.5
"740",4
"741",2.5
"742",3
"743",3
"744",3
"745",3.5
"746",3.5
"747",4.5
"748",3
"749",3.5
"750",1.5
"751",4
"752",3
"753",2
"754",2.5
"755",4
"756",3
"757",4
"758",3.5
"759",1.5
"760",4.5
"761",2.5
"762",3.5
"763",1.5
"764",3
"765",3
"766",3
"767",5
"768",3
"769",3.5
"770",3.5
"771",4
"772",4
"773",2.5
"774",3.5
"775",3.5
"776",2.5
"777",3
"778",3
"779",4.5
"780",2.5
"781",4
"782",4
"783",3.5
"784",3.5
"785",4
"786",3.5
"787",3
"788",3.5
"789",4.5
"790",3
"791",1.5
"792",4
"793",4
"794",3.5
"795",3.5
"796",4
"797",3
"798",4.5
"799",3.5
"800",3
"801",1.5
"802",3
"803",4
"804",4.5
"805",3
"806",3
"807",4
"808",3
"809",1.5
"810",4
"811",3
"812",2.5
"813",3.5
"814",2.5
"815",3.5
"816",3
"817",2.5
"818",4
"819",3
"820",3
"821",4
"822",3.5
"823",3.5
"824",3.5
"825",3.5
"826",4
"827",3
"828",4
"829",3.5
"830",4.5
"831",4
"832",3
"833",2
"834",2
"835",4.5
"836",3
"837",2.5
"838",1.5
"839",5
"840",3.5
"841",3.5
"842",1
"843",3
"844",3.5
"845",2.5
"846",4
"847",4
"848",1.5
"849",4
"850",3.5
"851",4
"852",4
"853",2.5
"854",4
"855",2.5
"856",3
"857",3
"858",3
"859",4
"860",3.5
"861",3.5
"862",3
"863",5
"864",3
"865",4.5
"866",4
"867",3
"868",4
"869",2.5
"870",2.5
"871",4
"872",4
"873",3.5
"874",2.5
"875",3.5
"876",1.5
"877",3.5
"878",4
"879",3.5
"880",3
"881",3
"882",4
"883",3.5
"884",3
"885",2.5
"886",3
"887",3
"888",3
"889",4
"890",3
"891",3.5
"892",3
"893",3
"894",3
"895",2.5
"896",3
"897",2
"898",3
"899",2.5
"900",4
"901",2
"902",3.5
"903",2
"904",2.5
"905",2.5
"906",3
"907",4
"908",4
"909",3.5
"910",2.5
"911",2
"912",2.5
"913",3
"914",4
"915",3.5
"916",2
"917",3.5
"918",2.5
"919",3.5
"920",2
"921",3
"922",4
"923",3
"924",3.5
"925",3.5
"926",4
"927",3.5
"928",3.5
"929",2
"930",4
"931",4
"932",3
"933",2.5
"934",2.5
"935",1
"936",2.5
"937",4
"938",4
"939",3.5
"940",2.5
"941",3.5
"942",3
"943",3.5
"944",4
"945",4
"946",3.5
"947",1.5
"948",2.5
"949",4.5
"950",3
"951",3.5
"952",3
"953",2.5
"954",3
"955",2.5
"956",4
"957",1.5
"958",3.5
"959",3.5
"960",3.5
"961",3.5
"962",4
"963",3
"964",4
"965",3.5
"966",3.5
"967",4
"968",4
"969",4
"970",3
"971",1.5
"972",2.5
"973",3.5
"974",3
"975",3
"976",2.5
"977",3
"978",3
"979",4
"980",3.5
"981",3
"982",3
"983",3
"984",3.5
"985",2.5
"986",3.5
"987",2.5
"988",3
"989",3.5
"990",1.5
"991",2
"992",4
"993",4
"994",4
"995",1.5
"996",2.5
"997",4.5
"998",4
"999",3.5
"1000",3
"1001",2.5
"1002",3.5
"1003",1
"1004",4
"1005",3.5
"1006",3.5
"1007",2.5
"1008",3.5
"1009",3
"1010",3.5
"1011",3.5
"1012",3
"1013",3.5
"1014",2.5
"1015",2
"1016",4
"1017",4.5
"1018",4
"1019",4
"1020",3.5
"1021",2
"1022",4
"1023",3
"1024",3.5
"1025",3.5
"1026",3
"1027",4
"1028",1.5
"1029",2
"1030",2.5
"1031",4.5
"1032",3.5
"1033",3.5
"1034",2.5
"1035",2
"1036",3.5
"1037",3
"1038",4
"1039",2.5
