"","x"
"652",3
"653",3.5
"654",3
"655",3
"656",4.5
"657",3.5
"658",3.5
"659",4
"660",3.5
"661",4
"662",4
"663",3.5
"664",4
"665",3.5
"666",4.5
"667",2.5
"668",4
"669",4.5
"670",3.5
"671",4.5
"672",4
"673",3.5
"674",3
"675",2
"676",4.5
"677",3
"678",3.5
"679",2
"680",4.5
"681",3
"682",3
"683",3
"684",4.5
"685",3
"686",1
"687",4.5
"688",3.5
"689",3
"690",4.5
"691",5
"692",4
"693",3.5
"694",2.5
"695",4
"696",4
"697",3
"698",2.5
"699",4
"700",4.5
"701",3.5
"702",4.5
"703",4
"704",3
"705",4
"706",3.5
"707",3
"708",3
"709",3
"710",4
"711",2.5
"712",3.5
"713",3.5
"714",4
"715",3
"716",4.5
"717",3.5
"718",4
"719",4.5
"720",4
"721",4.5
"722",3
"723",3.5
"724",4
"725",4
"726",4
"727",4
"728",4
"729",3.5
"730",3
"731",3.5
"732",5
"733",3.5
"734",4
"735",2.5
"736",3.5
"737",4
"738",3
"739",3
"740",4.5
"741",3.5
"742",4
"743",3
"744",3.5
"745",3.5
"746",3
"747",1.5
"748",3.5
"749",3
"750",3.5
"751",3
"752",4.5
"753",3.5
"754",4
"755",4
"756",3.5
"757",4.5
"758",3
"759",3.5
"760",4
"761",2.5
"762",4
"763",3
"764",2
"765",4
"766",4
"767",4
"768",3.5
"769",1.5
"770",3.5
"771",4.5
"772",4.5
"773",4
"774",4.5
"775",3
"776",3.5
"777",3.5
"778",4.5
"779",4
"780",3
"781",3
"782",3.5
"783",3.5
"784",4.5
"785",3.5
"786",1.5
"787",4
"788",3
"789",2
"790",2.5
"791",4
"792",3
"793",4
"794",3.5
"795",4.5
"796",4
"797",2.5
"798",3
"799",3
"800",2
"801",3
"802",2.5
"803",5
"804",3
"805",3.5
"806",3.5
"807",4
"808",2.5
"809",3.5
"810",3.5
"811",4.5
"812",3.5
"813",3
"814",4
"815",3
"816",2.5
"817",4.5
"818",4
"819",3.5
"820",3.5
"821",4
"822",3.5
"823",4.5
"824",3
"825",4
"826",3.5
"827",4
"828",3.5
"829",4
"830",4.5
"831",3.5
"832",4
"833",3.5
"834",4.5
"835",3
"836",3
"837",3
"838",4
"839",3
"840",1.5
"841",2
"842",4
"843",3
"844",2.5
"845",2.5
"846",3
"847",3
"848",2.5
"849",4
"850",3
"851",4.5
"852",3
"853",4
"854",3.5
"855",3.5
"856",3.5
"857",3.5
"858",4
"859",2
"860",2.5
"861",3
"862",4
"863",3.5
"864",4.5
"865",3.5
"866",3.5
"867",4
"868",4
"869",3
"870",2
"871",4.5
"872",4.5
"873",3
"874",2.5
"875",1.5
"876",3.5
"877",3.5
"878",3
"879",4.5
"880",4
"881",3.5
"882",2.5
"883",4
"884",4
"885",4
"886",4
"887",4
"888",4
"889",4
"890",3.5
"891",4
"892",4
"893",4
"894",4
"895",4
"896",3.5
"897",2.5
"898",4
"899",4.5
"900",3
"901",4
"902",4.5
"903",4
"904",4
"905",3.5
"906",3.5
"907",5
"908",3
"909",3
"910",4.5
"911",4.5
"912",4
"913",3
"914",4
"915",2.5
"916",2.5
"917",4
"918",4
"919",3.5
"920",3.5
"921",1.5
"922",4
"923",3.5
"924",4
"925",3.5
"926",4
"927",4
"928",3.5
"929",3
"930",2.5
"931",3
"932",3
"933",3
"934",4
"935",4
"936",4
"937",3
"938",3.5
"939",3
"940",2.5
"941",3
"942",3
"943",3.5
"944",2.5
"945",4
"946",4
"947",2
"948",3.5
"949",4.5
"950",2.5
"951",3
"952",4
"953",4
"954",3.5
"955",2.5
"956",3.5
"957",2.5
"958",4
"959",4.5
"960",4.5
"961",3.5
"962",3.5
"963",4
"964",3.5
"965",2
"966",3.5
"967",4
"968",3
"969",3.5
"970",4
"971",3.5
"972",4
"973",3.5
"974",3.5
"975",3.5
"976",2
"977",4
"978",3.5
"979",5
"980",4
"981",3
"982",2.5
"983",2.5
"984",1
"985",2.5
"986",4
"987",4
"988",3.5
"989",3.5
"990",3.5
"991",4
"992",3
"993",4
"994",3.5
"995",3.5
"996",3.5
"997",2.5
"998",4
"999",3.5
"1000",4.5
"1001",1.5
"1002",4.5
"1003",3
"1004",3.5
"1005",4.5
"1006",3
"1007",2.5
"1008",3
"1009",2.5
"1010",4
"1011",3.5
"1012",3.5
"1013",3.5
"1014",3.5
"1015",3.5
"1016",2.5
"1017",4
"1018",3
"1019",4
"1020",3.5
"1021",3.5
"1022",4
"1023",4
"1024",4
"1025",4
"1026",3
"1027",3
"1028",3.5
"1029",1.5
"1030",2.5
"1031",3.5
"1032",3
"1033",2.5
"1034",3
"1035",3
"1036",3.5
"1037",3
"1038",3
"1039",3
"1040",3.5
"1041",4.5
"1042",2.5
"1043",3
"1044",4
"1045",3
"1046",4
"1047",4
"1048",2.5
"1049",4.5
"1050",4.5
"1051",4
"1052",3
"1053",2.5
"1054",3.5
"1055",3.5
"1056",1
"1057",4
"1058",3.5
"1059",3.5
"1060",4
"1061",2.5
"1062",3.5
"1063",3
"1064",3.5
"1065",3.5
"1066",3.5
"1067",3
"1068",3.5
"1069",2
"1070",2.5
"1071",2
"1072",4
"1073",4.5
"1074",4
"1075",4
"1076",3.5
"1077",4
"1078",3.5
"1079",3.5
"1080",3
"1081",4
"1082",2
"1083",2.5
"1084",4.5
"1085",3.5
"1086",3.5
"1087",2.5
"1088",4.5
"1089",3.5
"1090",3.5
"1091",3
"1092",3
"1093",4
"1094",2.5
