"","x"
"209",3.5
"210",4
"211",3
"212",4.5
"213",4.5
"214",4.5
"215",4
"216",4
"217",4
"218",3.5
"219",3.5
"220",4
"221",2
"222",3
"223",4.5
"224",3.5
"225",4
"226",4
"227",4
"228",3.5
"229",3
"230",4
"231",3.5
"232",2.5
"233",4
"234",4.5
"235",4.5
"236",3
"237",3.5
"238",3
"239",3.5
"240",3.5
"241",3.5
"242",2.5
"243",3.5
"244",3
"245",3.5
"246",3.5
"247",4
"248",4
"249",4
"250",4.5
"251",4
"252",2.5
"253",3.5
"254",4
"255",3.5
"256",3
"257",4
"258",4
"259",4
"260",4
"261",4
"262",3.5
"263",3.5
"264",4
"265",3.5
"266",3.5
"267",4
"268",3
"269",2.5
"270",4
"271",3.5
"272",4
"273",3.5
"274",3
"275",3.5
"276",3
"277",4.5
"278",4.5
"279",3.5
"280",4.5
"281",3
"282",2
"283",3.5
"284",4
"285",3
"286",4
"287",3.5
"288",2.5
"289",3.5
"290",3
"291",1.5
"292",4
"293",4.5
"294",3.5
"295",4
"296",3
"297",4
"298",3.5
"299",3.5
"300",3
"301",3
"302",3.5
"303",4
"304",3
"305",4
"306",3.5
"307",3.5
"308",3.5
"309",4.5
"310",4
"311",4
"312",3
"313",3
"314",5
"315",3
"316",2.5
"317",3.5
"318",4.5
"319",4
"320",4
"321",3
"322",5
"323",2.5
"324",3.5
"325",3
"326",3
"327",3
"328",3.5
"329",3
"330",3
"331",2.5
"332",4.5
"333",3.5
"334",4
"335",3
"336",3
"337",4
"338",2.5
"339",2.5
"340",2
"341",2.5
"342",2.5
"343",4
"344",3.5
"345",4
"346",3.5
"347",2.5
"348",2
"349",3
"350",4.5
"351",3.5
"352",4
"353",2
"354",3.5
"355",3.5
"356",4
"357",4.5
"358",3
"359",4
"360",3
"361",3.5
"362",2
"363",4
"364",3.5
"365",4
"366",3.5
"367",3.5
"368",2
"369",4
"370",2.5
"371",4
"372",3.5
"373",4.5
"374",4.5
"375",4
"376",4.5
"377",3.5
"378",5
"379",2
"380",3.5
"381",3.5
"382",4.5
"383",4
"384",4
"385",4
"386",4.5
"387",3
"388",4.5
"389",3.5
"390",3.5
"391",4.5
"392",3
"393",3.5
"394",3.5
"395",4
"396",4
"397",3.5
"398",3.5
"399",3
"400",3.5
"401",4
"402",3.5
"403",3.5
"404",4.5
"405",4
"406",4.5
"407",4
"408",2.5
"409",4
"410",2.5
"411",2
"412",3
"413",3.5
"414",4.5
"415",3.5
"416",2
"417",3
"418",3.5
"419",4
"420",4.5
"421",3.5
"422",3
"423",3
"424",3.5
"425",3.5
"426",3
"427",4.5
"428",4
"429",3.5
"430",4
"431",3.5
"432",4
"433",4
"434",3.5
"435",4
"436",2.5
"437",2
"438",4.5
"439",4.5
"440",4
"441",2
"442",4.5
"443",3.5
"444",4.5
"445",4.5
"446",3
"447",4
"448",4.5
"449",4
"450",4.5
"451",3
"452",4.5
"453",4
"454",4
"455",3
"456",3.5
"457",4
"458",4
"459",3.5
"460",4
"461",3.5
"462",3
"463",4
"464",3.5
"465",3
"466",4.5
"467",3.5
"468",4
"469",4
"470",3
"471",4
"472",4
"473",4
"474",4
"475",3
"476",3.5
"477",3.5
"478",3
"479",3.5
"480",3.5
"481",3.5
"482",3.5
"483",3
"484",3.5
"485",3.5
"486",4
"487",4
"488",3.5
"489",4
"490",2
"491",4
"492",4
"493",4
"494",4
"495",3.5
"496",4.5
"497",4.5
"498",4.5
"499",4
"500",3
"501",3.5
"502",3.5
"503",3
"504",3.5
"505",3.5
"506",3
"507",3
"508",3.5
"509",4.5
"510",2.5
"511",3
"512",3
"513",2.5
"514",5
"515",3
"516",3.5
"517",3.5
"518",2.5
"519",3.5
"520",4.5
"521",3.5
"522",3
"523",3
"524",2.5
"525",4.5
"526",4
"527",3.5
"528",3.5
"529",4
"530",3.5
"531",4.5
"532",3.5
"533",3
"534",4
"535",3
"536",4
"537",4
"538",2
"539",4
"540",3.5
"541",2.5
"542",3
"543",4
"544",4.5
"545",3
"546",4
"547",3.5
"548",3.5
"549",3
"550",3.5
"551",4
"552",4
"553",3
"554",2
"555",4.5
"556",3
"557",4.5
"558",4
"559",2.5
"560",3.5
"561",4
"562",4
"563",4
"564",4
"565",4
"566",3
"567",4
"568",4.5
"569",4
"570",3.5
"571",3.5
"572",4
"573",5
"574",3
"575",3
"576",4.5
"577",4
"578",2.5
"579",2.5
"580",3.5
"581",4
"582",3.5
"583",3.5
"584",4
"585",4
"586",3.5
"587",3
"588",2.5
"589",3
"590",3
"591",4
"592",4
"593",3.5
"594",3
"595",3.5
"596",2.5
"597",3
"598",4
"599",3.5
"600",4
"601",3.5
"602",4.5
"603",4.5
"604",3.5
"605",3.5
"606",3.5
"607",4
"608",3.5
"609",3
"610",3.5
"611",4
"612",3.5
"613",4
"614",3.5
"615",4
"616",4
"617",3
"618",2.5
"619",2.5
"620",4
"621",4
"622",3.5
"623",3.5
"624",3.5
"625",4
"626",4
"627",4
"628",3.5
"629",4
"630",2.5
"631",4
"632",3.5
"633",3.5
"634",2.5
"635",4.5
"636",3
"637",3
"638",2.5
"639",4
"640",3.5
"641",3.5
"642",4
"643",3
"644",4
"645",4
"646",4.5
"647",3.5
"648",2.5
"649",3.5
"650",3
"651",3
"652",3.5
"653",3
"654",3
"655",2.5
"656",4
"657",4.5
"658",2.5
"659",3
"660",3.5
"661",3.5
"662",3
"663",4
"664",2.5
"665",4.5
"666",4
"667",3.5
"668",3.5
"669",4
"670",3.5
"671",2.5
"672",3.5
"673",3.5
"674",2
"675",3.5
"676",3
"677",2
"678",4.5
"679",3.5
"680",3.5
"681",4.5
"682",4.5
"683",3.5
"684",2.5
"685",4.5
"686",3.5
"687",4
"688",2.5
