"","x"
"209",3.5
"210",3
"211",2
"212",2.5
"213",4.5
"214",4
"215",4.5
"216",4.5
"217",2.5
"218",4
"219",4
"220",3.5
"221",4
"222",1
"223",2
"224",5
"225",3
"226",4
"227",2
"228",3
"229",3.5
"230",2.5
"231",3
"232",3
"233",3.5
"234",4
"235",3.5
"236",3
"237",3
"238",4
"239",3
"240",4
"241",4
"242",4
"243",3.5
"244",3
"245",3.5
"246",3.5
"247",2
"248",4
"249",3
"250",3
"251",3.5
"252",4.5
"253",3.5
"254",3.5
"255",4.5
"256",4
"257",4
"258",2
"259",4
"260",2
"261",4
"262",4
"263",4
"264",3
"265",3
"266",4
"267",4
"268",4.5
"269",2.5
"270",3
"271",3.5
"272",4
"273",3.5
"274",3
"275",4.5
"276",4.5
"277",2.5
"278",3
"279",3
"280",4
"281",4
"282",4
"283",3.5
"284",3
"285",3.5
"286",3.5
"287",3.5
"288",3
"289",4.5
"290",4
"291",4
"292",3
"293",2.5
"294",4
"295",3.5
"296",2.5
"297",3
"298",4
"299",3
"300",2.5
"301",4
"302",4.5
"303",1.5
"304",3
"305",4
"306",3.5
"307",4
"308",3
"309",3.5
"310",3.5
"311",3.5
"312",4
"313",3.5
"314",3.5
"315",2.5
"316",4
"317",3.5
"318",5
"319",2.5
"320",3.5
"321",3.5
"322",4
"323",4
"324",4
"325",4.5
"326",2.5
"327",3.5
"328",3.5
"329",4
"330",3
"331",4
"332",3
"333",3
"334",3.5
"335",3.5
"336",4
"337",3
"338",3.5
"339",4
"340",3.5
"341",4
"342",4
"343",4
"344",3.5
"345",4.5
"346",4
"347",2
"348",3.5
"349",2
"350",2.5
"351",4
"352",3
"353",1
"354",4.5
"355",4
"356",3.5
"357",4
"358",3.5
"359",3
"360",4
"361",3.5
"362",4
"363",3
"364",2.5
"365",4.5
"366",3.5
"367",3.5
"368",4
"369",3
"370",4
"371",4.5
"372",3
"373",2
"374",3.5
"375",4
"376",3
"377",4
"378",3.5
"379",4.5
"380",2
"381",3.5
"382",3
"383",3
"384",4
"385",2.5
"386",4
"387",4.5
"388",1.5
"389",3.5
"390",3
"391",4
"392",2.5
"393",4
"394",4
"395",3
"396",3.5
"397",3.5
"398",3
"399",3.5
"400",4
"401",4
"402",3
"403",2
"404",3.5
"405",3.5
"406",3.5
"407",2.5
"408",3.5
"409",4.5
"410",4
"411",3
"412",3
"413",3
"414",5
"415",3
"416",2.5
"417",4
"418",3.5
"419",4.5
"420",4
"421",3
"422",4
"423",3
"424",3
"425",2.5
"426",2.5
"427",5
"428",3.5
"429",3.5
"430",4
"431",4
"432",3.5
"433",3
"434",3
"435",3
"436",3.5
"437",3
"438",3
"439",4
"440",2.5
"441",4.5
"442",3
"443",3.5
"444",4
"445",3
"446",3
"447",4
"448",2.5
"449",3.5
"450",2.5
"451",2
"452",2.5
"453",4
"454",2.5
"455",2
"456",4
"457",3
"458",3
"459",3.5
"460",2.5
"461",3
"462",4.5
"463",3.5
"464",3.5
"465",4
"466",2
"467",4
"468",3.5
"469",3.5
"470",3.5
"471",3
"472",4.5
"473",4.5
"474",3
"475",4
"476",3
"477",3.5
"478",4
"479",3.5
"480",4.5
"481",4
"482",3.5
"483",4
"484",3.5
"485",3.5
"486",2
"487",4
"488",4.5
"489",2.5
"490",4
"491",3.5
"492",4.5
"493",3.5
"494",3.5
"495",2
"496",3.5
"497",4.5
"498",4
"499",4.5
"500",3.5
"501",2.5
"502",3
"503",3.5
"504",2.5
"505",2
"506",3.5
"507",3.5
"508",4
"509",3.5
"510",3
"511",4
"512",4
"513",4.5
"514",3
"515",3
"516",3.5
"517",3.5
"518",2
"519",3
"520",4.5
"521",3.5
"522",4
"523",3.5
"524",3.5
"525",2.5
"526",4
"527",4.5
"528",4
"529",3.5
"530",3.5
"531",3
"532",4
"533",3.5
"534",3.5
"535",3.5
"536",2
"537",3
"538",4
"539",3.5
"540",3.5
"541",3.5
"542",4
"543",4.5
"544",2.5
"545",4
"546",4.5
"547",2.5
"548",3
"549",4
"550",3
"551",3.5
"552",4
"553",3.5
"554",2
"555",4.5
"556",2
"557",3.5
"558",3.5
"559",4
"560",2
"561",3
"562",3.5
"563",3.5
"564",3
"565",3.5
"566",3
"567",4.5
"568",3
"569",4
"570",3.5
"571",3.5
"572",3.5
"573",4.5
"574",3.5
"575",3
"576",3
"577",3.5
"578",3.5
"579",3
"580",3
"581",4.5
"582",3.5
"583",3.5
"584",4
"585",3.5
"586",4
"587",3.5
"588",4
"589",3.5
"590",4.5
"591",2.5
"592",4
"593",4.5
"594",1.5
"595",4
"596",3.5
"597",4
"598",3.5
"599",2
"600",4.5
"601",3
"602",3.5
"603",2
"604",3
"605",3
"606",3
"607",4
"608",4.5
"609",4
"610",3.5
"611",3
"612",4.5
"613",1.5
"614",4
"615",5
"616",4
"617",3.5
"618",3.5
"619",2.5
"620",4
"621",2.5
"622",3
"623",2.5
"624",4.5
"625",3.5
"626",4.5
"627",4
"628",3
"629",4
"630",5
"631",3.5
"632",4
"633",3.5
"634",3
"635",3
"636",4
"637",3.5
"638",3
"639",3
"640",4.5
"641",4
"642",4.5
"643",4
"644",4.5
"645",3
"646",4
"647",4
"648",4
"649",3
"650",5
"651",2.5
"652",3.5
"653",3
"654",3.5
"655",4
"656",3.5
"657",3.5
"658",3
"659",1.5
"660",3.5
"661",3
"662",3.5
"663",5
"664",3
"665",4
"666",4
"667",3.5
"668",4.5
"669",3
"670",4.5
"671",3.5
"672",4
"673",2.5
"674",2
"675",4
"676",4
"677",3.5
"678",1.5
"679",3.5
"680",4.5
"681",4.5
"682",4.5
"683",3
"684",3.5
"685",4.5
"686",3
"687",3.5
"688",4.5
"689",3.5
"690",1.5
"691",3
"692",2
"693",3
"694",4
"695",3.5
"696",4.5
"697",4
"698",1.5
"699",2.5
"700",3.5
"701",3
"702",3
"703",2
"704",3
"705",2.5
"706",3
"707",3.5
"708",3.5
"709",4
"710",3.5
"711",4.5
"712",3.5
"713",3
"714",4
"715",3
"716",2.5
"717",4
"718",3.5
"719",3.5
"720",4
"721",4.5
"722",3
"723",4
"724",3.5
"725",4
"726",3.5
"727",4
"728",4.5
"729",1.5
"730",3
"731",4
"732",3.5
"733",3
"734",3
"735",4
"736",4
"737",1.5
"738",2
"739",4
"740",3
"741",3.5
"742",2.5
"743",3.5
"744",3
"745",3
"746",2.5
"747",4
"748",3
"749",4.5
"750",3
"751",4
"752",3.5
"753",3.5
"754",3.5
"755",3.5
"756",4
"757",2
"758",2.5
"759",3
"760",4.5
"761",3.5
"762",3.5
"763",4
"764",4
"765",3
"766",2
"767",4.5
"768",3
"769",2.5
"770",1.5
"771",3.5
"772",3
"773",4.5
"774",4
"775",3.5
"776",2.5
"777",4
"778",3.5
"779",4
"780",4
"781",4
"782",4
"783",4
"784",4
"785",4
"786",4
"787",4
"788",4
"789",3.5
"790",4
"791",4.5
"792",3
"793",4
"794",4.5
"795",4
"796",4
"797",3.5
"798",3
"799",4
"800",5
"801",3
"802",3
"803",4.5
"804",4.5
"805",4
"806",3
"807",4
"808",2.5
"809",2.5
"810",4
"811",4
"812",2.5
"813",3.5
"814",2.5
"815",3.5
"816",4
"817",3.5
"818",4
"819",3.5
"820",4
"821",4
"822",3.5
"823",3
"824",2.5
"825",3
"826",3
"827",3
"828",4
"829",4
"830",3
"831",3.5
"832",2.5
"833",3
"834",3.5
"835",2.5
"836",4
"837",4
"838",2
"839",4.5
"840",2
"841",2.5
"842",3
"843",4
"844",4
"845",3.5
"846",2.5
"847",3.5
"848",4
"849",3.5
"850",4.5
"851",4.5
"852",3.5
"853",3.5
"854",2.5
"855",3.5
"856",4
"857",3.5
"858",4
"859",3.5
"860",4
"861",3.5
"862",4
"863",3.5
"864",2
"865",4
"866",3.5
"867",5
"868",4
"869",2.5
"870",4
"871",4
"872",3.5
"873",2.5
"874",3.5
"875",3.5
"876",4
"877",4
"878",3
"879",4
"880",3.5
"881",4
"882",3.5
"883",2.5
"884",3.5
"885",4.5
"886",3
"887",3.5
"888",3
"889",2.5
"890",3
"891",2.5
"892",3.5
"893",3.5
"894",3.5
"895",3.5
"896",3.5
"897",3.5
"898",4
"899",3
"900",4
"901",3.5
"902",4
"903",4
"904",4.5
"905",3
"906",3.5
"907",1.5
"908",2.5
"909",3.5
"910",3
"911",3
"912",2.5
"913",3
"914",3.5
"915",3
"916",3
"917",3
"918",4
"919",3
"920",3
"921",4
"922",4
"923",2.5
"924",4.5
"925",4.5
"926",4
"927",3.5
"928",4
"929",3.5
"930",1
"931",4
"932",3.5
"933",3.5
"934",4
"935",2.5
"936",3.5
"937",3
"938",3.5
"939",3.5
"940",2.5
"941",2
"942",4
"943",4.5
"944",4
"945",2.5
"946",4
"947",3.5
"948",3.5
"949",3
"950",4
"951",2
"952",3
"953",2.5
"954",4.5
"955",3.5
"956",3.5
"957",2.5
"958",2
"959",2.5
"960",3.5
"961",3
"962",3
"963",4
"964",2.5
