,business_id,Alcohol,BikeParking,GoodForKids,NoiseLevel,RestaurantsGoodForGroups,RestaurantsReservations,WiFi,RestaurantsDelivery,BusinessParking,Add,Keep,Fix,Avoid,Positive_Negative_Percentage,name,address,city,latitude,longitude,stars,Review_Num,Average_Review_Star_Rating
10,x1Cd2gSPZVeNxDPzzqlClQ,0,1,1,0,1,0,0,0,0,beer wine sausage bacon mozzarella bbq gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,,,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli wing coke patty cracker,pizza 8 2 0,Casey's General Store,602 W North St,Madison,43.2532756,-89.356575,4.0,10,4.0
11,4Vig7oCo9P-j2OnPUfaXCA,0,0,0,0,0,0,0,0,0,beer wine sausage bacon mozzarella bbq gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,,,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli wing coke patty cracker,,Papa John's Pizza,1307 E Florida Ave,Urbana-Champaign,40.0980033,-88.19275090000002,2.0,5,1.8
12,sytLExNDyQuELMDguVUqhA,0,0,1,0,0,0,0,0,0,beer wine sausage bacon mozzarella bbq gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,,,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli wing coke patty cracker,,Pizza Hut,19565 Detroit Rd,Cleveland,41.479501,-81.83924630279999,2.0,3,2.0
13,mSWNf1muSy9wgGtMRgt7Fg,1,0,1,1,1,1,1,0,1,beer wine sausage bacon mozzarella gelato cocktail margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,bbq pesto,fish spaghetti caesar wing,shrimp marinara lettuce noodle tea broccoli coke patty cracker,pizza 9 3 0;food 11 4 0;service 7 1 0,Zeppe's Tavern & Pizzeria,"25780 Miles Rd, Ste C",Cleveland,41.4236915634,-81.4968538208,3.5,25,3.52
14,_3-gItHIdBvQ9XrDrIQLXg,0,0,0,0,0,0,0,0,0,wine sausage bacon mozzarella bbq gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,beer,wing,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli coke patty cracker,,Ribkens Cpr,226 Center Rd,Pittsburgh,40.4405424,-79.7670274,2.5,3,2.333
15,2PBPh8LTwt_mXP0GUYa9NQ,0,0,1,1,1,0,0,0,1,beer wine bacon gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,sausage mozzarella bbq,wing,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli coke patty cracker,pizza 15 5 1,Veltre's Pizza,848 Allegheny River Blvd,Pittsburgh,40.5251659,-79.84048879999997,4.0,23,3.913
16,wTBfpTjdWG_zoE62B_bLtA,0,0,0,0,0,0,0,0,1,beer wine bacon bbq gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,sausage mozzarella,lettuce,shrimp fish marinara spaghetti caesar noodle tea broccoli wing coke patty cracker,pizza 6 3 1,Monical's Pizza,102 W Vine St,Urbana-Champaign,39.98906,-88.2624359,3.0,10,3.1
17,EJGv2la6CcZmEIpkE4hzyg,1,1,0,1,1,1,0,1,0,wine sausage bacon mozzarella bbq gelato pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,beer cocktail,wing,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli coke patty cracker,,Iron City Cafe,4002 Jennings Rd,Cleveland,41.4474028,-81.6882012,4.5,3,4.333
18,nsw3tlB-hwz4KbPYcuaSww,1,1,1,1,0,0,1,1,1,bacon bbq cocktail artichoke cider donut ale cauliflower hummus cooky carbonara strawberry jam pistachio sangria pudding dumpling bourbon,beer wine sausage mozzarella gelato pesto margherita chocolate crunchy arugula margarita prosciutto tiramisu cannoli vinaigrette salami espresso,marinara spaghetti lettuce coke cracker,shrimp fish caesar noodle tea broccoli wing patty,pizza 180 42 5;food 55 16 3;cheese 27 13 0;sauce 18 17 3;service 58 8 2;salad 29 12 1;restaurant 23 12 1;crust 48 12 2;beer 3 4 1;menu 20 10 4;staff 67 2 1;price 20 10 3;bread 9 3 2;dinner 9 6 1;meal 21 2 0;pasta 5 2 2;flavor 21 11 2;lunch 17 13 0;pie 7 5 1;pepperoni 3 3 0;location 3 3 2;wine 7 5 2;sausage 10 9 1;garlic 5 9 0;meat 2 6 1;tomato 18 6 0;style 7 8 0;mushroom 2 5 0;pepper 3 3 0;dough 6 2 0;dessert 12 7 0;onion 2 3 1;kitchen 1 4 1;fan 7 1 3;parking 3 5 1;mozzarella 61 25 3;employee 5 2 0;oil 5 8 1;margherita 16 12 1;chocolate 3 3 0;tiramisu 7 3 0;topping 11 9 1;dressing 4 1 1;olive 6 5 2,Novanta,8452 Old Sauk Rd,Madison,43.075373344300004,-89.5296266589,4.5,255,4.561
19,goMccfETQlUOb9_USl4BUg,1,1,1,1,1,0,1,0,1,wine sausage mozzarella gelato cocktail pesto margherita chocolate arugula artichoke prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,beer bacon bbq crunchy margarita,shrimp fish lettuce broccoli wing patty,marinara spaghetti caesar noodle tea coke cracker,pizza 6 0 0;food 25 2 3;cheese 7 1 0;sauce 8 3 0;service 19 1 1;restaurant 9 1 1;menu 6 2 0;price 6 1 1;meal 2 2 2;server 6 1 0;sandwich 5 1 0;lunch 4 5 0;fry 8 3 1;waitress 5 2 2;burger 16 4 1;bartender 5 2 0;wing 6 1 2,Mean Mugs Pub,9055 Mentor Ave,Cleveland,41.6759301,-81.3153778,4.5,57,4.281
20,ZfCzpZNYSWeA3Ouku2eqlA,0,0,1,0,0,0,0,0,0,beer wine sausage bacon mozzarella bbq gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,,wing,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli coke patty cracker,,Pizza Hut,4001 Main St,Pittsburgh,40.3822107008,-79.9046134,1.5,5,1.6
21,h8MMgum-XUQhU4xWCyQWLQ,1,1,1,0,1,0,0,1,1,sausage mozzarella gelato margherita chocolate crunchy arugula artichoke prosciutto tiramisu cider donut cannoli cauliflower cooky carbonara strawberry salami jam pistachio espresso pudding dumpling,beer wine bacon bbq cocktail pesto margarita ale hummus vinaigrette sangria bourbon,fish lettuce caesar tea broccoli wing patty,shrimp marinara spaghetti noodle coke cracker,food 62 16 3;cheese 6 2 0;sauce 12 4 1;service 28 4 2;salad 7 4 0;restaurant 8 2 0;chicken 10 8 3;beer 20 8 0;menu 23 13 2;staff 14 1 0;price 3 1 2;dinner 3 6 1;meal 3 4 0;server 8 4 2;flavor 5 3 0;sandwich 2 7 2;lunch 2 4 0;fry 13 8 1;waitress 5 2 1;burger 23 10 2;meat 1 4 1;appetizer 3 3 0;steak 5 1 0;parking 5 5 1;chef 8 3 1;music 5 10 3;wing 10 4 0,The Jailhouse Taverne,15478 Avon Belden Rd,Cleveland,41.260574,-82.022644,4.0,125,4.104
22,a3ZqjElMgAe924sbXZVcvA,0,0,1,0,1,0,0,1,0,beer wine sausage bacon mozzarella bbq gelato cocktail pesto margherita chocolate arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami pistachio sangria espresso pudding dumpling bourbon,crunchy jam,lettuce tea broccoli,shrimp fish marinara spaghetti caesar noodle wing coke patty cracker,pizza 12 6 1;cheese 3 3 0;crust 3 5 0;price 6 0 0;lunch 1 5 0,Sciulli's Pizza,3404 5th Ave,Pittsburgh,40.4391344,-79.961805,4.5,21,4.571
23,GqH0U0E3Te5pUUjyiIzNBQ,0,0,1,0,1,0,0,0,0,beer wine sausage bacon mozzarella bbq gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,,,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli wing coke patty cracker,pizza 3 2 1,Hungry Howie's Pizza,1444 E Main,Cleveland,41.1536575,-81.3363537,3.0,8,3.0
24,uE6hI5_i4QVq12xU99xtqA,0,0,1,1,0,0,0,0,0,beer wine mozzarella bbq gelato cocktail pesto margherita chocolate arugula artichoke margarita prosciutto tiramisu cider ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,sausage bacon crunchy donut,broccoli wing coke,shrimp fish marinara spaghetti lettuce caesar noodle tea patty cracker,pizza 52 13 1;food 9 5 1;cheese 13 6 1;sauce 11 5 2;service 5 4 0;crust 21 8 1;delivery 9 9 1;staff 5 1 0;lunch 5 1 0;pie 6 2 0;hoagie 1 6 0;wing 4 2 1,Fazio's Pizza,4028 Penn Ave,Pittsburgh,40.4652007,-79.9568209,4.0,78,3.987
25,Qy_FDRtL-f-syUlEKpg_6A,0,0,1,1,1,0,0,0,0,beer wine sausage bacon bbq gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,mozzarella,wing,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli coke patty cracker,pizza 9 5 1;sauce 3 2 1,Teresa's Pizza,4174 Wheatley Rd,Cleveland,41.219576,-81.6369753,2.5,15,2.667
26,yU7GLvB07AEGhsoCc9scQg,1,0,1,0,0,1,1,1,1,wine sausage mozzarella bbq gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,beer bacon,cracker,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli wing coke patty,pizza 7 2 1;cheese 5 1 3,P & M Pizza,1609 5th Ave,Pittsburgh,40.5766784,-79.7682652,4.0,12,3.833
27,TQqhfjlPVEz41K_wAogQSQ,1,1,1,1,1,0,1,0,1,bbq gelato cocktail margarita cider donut ale cauliflower hummus cooky vinaigrette strawberry jam pistachio espresso bourbon,beer wine sausage bacon mozzarella pesto margherita chocolate crunchy arugula artichoke prosciutto tiramisu cannoli carbonara salami sangria pudding dumpling,shrimp marinara spaghetti lettuce caesar noodle tea,fish broccoli wing coke patty cracker,pizza 73 23 11;food 23 15 2;cheese 16 10 1;sauce 12 15 3;service 27 9 4;salad 20 11 1;restaurant 16 10 6;crust 27 17 3;chicken 4 3 0;beer 5 1 0;menu 9 10 0;delivery 2 5 4;staff 11 0 3;price 9 9 0;bread 9 4 0;dinner 5 5 1;meal 5 1 2;pasta 5 8 2;server 6 7 1;lunch 7 8 2;pie 0 7 2;pepperoni 3 8 0;location 6 1 0;meatball 3 4 1;wine 2 3 1;sausage 9 10 1;garlic 6 4 0;tomato 2 5 1;appetizer 5 5 3;style 3 3 0;mushroom 3 3 0;dough 6 8 1;dessert 7 1 1;bacon 4 3 1;fan 5 0 1;waiter 6 6 0;oil 4 1 1;topping 3 4 3;dressing 6 2 0;olive 4 0 2,Luigi's,515 S Midvale Blvd,Madison,43.0548519,-89.450401,3.5,126,3.468
28,gbDZhohLAOL1ufdVWHMTxQ,0,1,1,1,1,0,0,0,1,beer wine bacon mozzarella bbq gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,sausage,wing,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli coke patty cracker,pizza 5 5 1;delivery 2 4 0,Pizza Hut,4710 Baum Blvd,Pittsburgh,40.45388120000001,-79.94957048100001,2.0,11,2.091
29,Zp2vJfHciG9IiXfmtH5Wdw,0,1,1,1,1,0,1,0,1,beer wine sausage bacon gelato cocktail margherita chocolate arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,mozzarella bbq pesto crunchy hummus,shrimp fish marinara lettuce wing,spaghetti caesar noodle tea broccoli coke patty cracker,pizza 9 7 2;food 34 13 2;cheese 7 1 1;sauce 9 4 1;service 11 3 3;salad 4 3 1;restaurant 4 1 1;chicken 21 8 0;menu 8 4 0;delivery 16 12 3;price 8 6 0;bread 4 3 0;dinner 4 2 0;meal 5 3 0;flavor 11 5 0;sandwich 9 6 1;lunch 5 2 1;fry 20 10 0;meat 3 4 1;wing 6 2 0;dressing 9 0 1,Beta Bites,338 S Bouquet St,Pittsburgh,40.4400088,-79.95325229999997,4.0,88,3.898
30,vvyr4r16lx5hjHJpaFJ8kw,0,0,1,1,1,0,0,0,0,beer wine sausage bacon mozzarella gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,bbq,wing,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli coke patty cracker,pizza 2 3 2,Kicker's Pizza & More,15089 Snow Rd,Cleveland,41.403411,-81.803236,3.5,10,3.6
31,P7Vk5j_XzWl-9kS5qZd9aQ,0,0,0,0,0,0,0,0,0,wine bacon mozzarella bbq gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,beer sausage,marinara wing,shrimp fish spaghetti lettuce caesar noodle tea broccoli coke patty cracker,pizza 11 5 2;food 4 1 1;sauce 4 3 1;delivery 2 2 2,Fat Angelo's Pizzeria - Pittsburgh,511 E Carson St,Pittsburgh,40.4288129,-79.994599,3.0,21,2.905
32,UgWVMUWFrr6bt3NSfuKrGQ,0,1,1,1,1,0,0,0,1,wine mozzarella bbq gelato cocktail pesto margherita chocolate arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami pistachio sangria espresso pudding dumpling bourbon,beer sausage bacon crunchy jam,marinara wing,shrimp fish spaghetti lettuce caesar noodle tea broccoli coke patty cracker,pizza 37 21 7;food 14 6 6;cheese 3 10 0;sauce 8 8 1;service 4 3 6;restaurant 3 2 2;crust 3 3 1;delivery 5 19 3;pie 1 4 1;pepperoni 3 6 0;location 2 3 1;manager 0 9 1;topping 3 3 0,Guys Pizza Co,1838 Coventry Rd,Cleveland,41.5092215,-81.5802228,2.0,83,2.169
33,CiNZmBtZRaRSXKjwun4R4A,1,1,1,1,1,1,1,0,1,wine bacon gelato cocktail pesto margherita chocolate crunchy arugula margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,beer sausage mozzarella bbq artichoke,spaghetti wing,shrimp fish marinara lettuce caesar noodle tea broccoli coke patty cracker,pizza 26 9 3;food 7 4 0;service 4 4 2;crust 8 7 0;delivery 3 4 2;flavor 6 0 0;pie 2 5 0;location 9 2 1;style 8 3 0,Pizza Di Roma West,439 Grand Canyon Dr,Madison,43.058414,-89.495487,3.5,44,3.773
34,CnmhEiSGkIgUdFGN-rpaHw,1,1,1,1,1,0,1,0,1,gelato cocktail pesto margherita chocolate arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,beer wine sausage bacon mozzarella bbq crunchy cooky,shrimp wing,fish marinara spaghetti lettuce caesar noodle tea broccoli coke patty cracker,pizza 45 7 2;food 8 2 1;cheese 9 4 0;sauce 13 4 1;service 9 0 0;crust 22 7 0;staff 11 0 2;price 3 3 0;pepperoni 6 1 0;bacon 3 4 0;seafood 5 1 0,Fatbob's Pizza,1739 Pearl Rd,Cleveland,41.2273376,-81.840746,4.0,58,4.172
35,TEXUVhF-G_v2Sxwqti8HQA,1,1,1,1,1,0,1,1,1,wine mozzarella gelato cocktail pesto margherita crunchy arugula prosciutto tiramisu cider cannoli cauliflower hummus cooky carbonara vinaigrette salami jam pistachio sangria espresso pudding dumpling bourbon,beer sausage bacon bbq chocolate artichoke margarita donut ale strawberry,fish marinara spaghetti tea broccoli wing,shrimp lettuce caesar noodle coke patty cracker,pizza 43 16 4;food 32 10 6;cheese 8 5 0;sauce 6 6 1;service 24 7 8;salad 0 5 1;restaurant 3 9 2;crust 16 4 2;chicken 4 6 0;beer 26 7 2;menu 7 9 2;staff 8 2 3;price 5 3 0;meal 1 7 0;server 4 5 3;flavor 4 3 0;lunch 6 5 0;pepperoni 4 3 0;waitress 7 8 4;appetizer 3 3 0;manager 2 5 4;style 4 9 1;buffet 4 4 0,Old Chicago,1910 N Neil St,Urbana-Champaign,40.139982,-88.244108,3.0,104,3.058
36,pWJoOfYUWSkro0WNxHspFg,0,1,1,1,1,1,0,1,0,beer bacon mozzarella bbq gelato cocktail pesto margherita crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,wine sausage chocolate,shrimp fish,marinara spaghetti lettuce caesar noodle tea broccoli wing coke patty cracker,pizza 16 5 1;food 15 6 0;sauce 6 1 0;chicken 3 4 0;bread 14 5 0;gnocchi 9 3 1,Claudio's Pizzeria & Ristorante,1883 Painter's Run Rd,Pittsburgh,40.3630141,-80.08546209999999,4.5,40,4.35
37,R7eLlAdeIYsxux_Vm0l5sg,1,1,1,1,1,1,0,1,1,bbq gelato cocktail pesto margherita chocolate arugula artichoke prosciutto cider donut ale cannoli cauliflower hummus cooky vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,beer wine sausage bacon mozzarella crunchy margarita tiramisu carbonara,shrimp marinara spaghetti lettuce caesar noodle tea wing cracker,fish broccoli coke patty,pizza 14 6 1;food 29 11 1;cheese 5 2 0;sauce 18 9 2;service 14 3 2;salad 4 7 3;restaurant 15 11 5;chicken 9 5 2;menu 5 4 0;staff 10 2 2;price 5 5 1;bread 6 8 0;dinner 5 3 1;meal 9 5 1;pasta 10 4 3;server 6 0 1;flavor 5 4 1;waitress 6 2 3;garlic 6 8 0;tomato 4 5 1;soup 6 9 2;hoagie 5 3 0;entree 3 1 2;marinara 7 1 0;takeout 3 4 0,Carbonara's Restaurant,250 Mount Lebanon Blvd,Pittsburgh,40.3679633,-80.0370263,3.5,77,3.429
38,JexI9opGP2n_Xv6IKnN0Bg,0,1,1,1,0,0,0,0,0,beer wine sausage mozzarella bbq gelato cocktail pesto margherita crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,bacon chocolate,wing,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli coke patty cracker,pizza 10 8 1;service 3 1 2;manager 2 2 3,Domino's Pizza,409 W Gorham St,Madison,43.0735188,-89.3928866,2.5,27,2.37
39,VSbLyFGbq7KUYSpyNxFnew,0,0,0,0,0,0,0,0,0,beer wine bacon mozzarella bbq gelato cocktail pesto margherita chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,sausage cooky,wing,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli coke patty cracker,,Master Pizza,4437 Kent Rd,Cleveland,41.15677700000001,-81.400727,4.5,6,4.5
40,4MyZEzAuoh8oXPzCEhw_FA,0,0,0,0,0,0,1,0,1,wine sausage bacon mozzarella bbq gelato cocktail chocolate crunchy arugula artichoke margarita prosciutto tiramisu cider donut ale cannoli cauliflower hummus cooky carbonara vinaigrette strawberry salami jam pistachio sangria espresso pudding dumpling bourbon,beer pesto margherita,,shrimp fish marinara spaghetti lettuce caesar noodle tea broccoli wing coke patty cracker,pizza 10 3 0,Lotsa Stone Fired Pizza,1733 E Carson St,Pittsburgh,40.428983605,-79.9808689914,4.0,15,4.0
