"","x"
"210",2.5
"211",4.5
"212",1.5
"213",3
"214",4
"215",5
"216",3.5
"217",2.5
"218",4
"219",3.5
"220",2.5
"221",3
"222",3.5
"223",4
"224",4
"225",4
"226",4
"227",4.5
"228",4
"229",4
"230",1.5
"231",3.5
"232",3
"233",4
"234",2.5
"235",3.5
"236",2.5
"237",4
"238",4
"239",4
"240",3.5
"241",3.5
"242",2
"243",1
"244",4
"245",3
"246",4.5
"247",3.5
"248",4
"249",3
"250",3.5
"251",4.5
"252",2
"253",3.5
"254",4.5
"255",4
"256",3.5
"257",4.5
"258",2.5
"259",3
"260",4
"261",4
"262",1.5
"263",4.5
"264",2.5
"265",3.5
"266",4
"267",3.5
"268",3
"269",3
"270",3
"271",4
"272",3.5
"273",2.5
"274",4
"275",3
"276",3
"277",3
"278",2.5
"279",3
"280",3
"281",3
"282",4.5
"283",4
"284",4
"285",2.5
"286",5
"287",2.5
"288",4
"289",3
"290",3
"291",3
"292",4
"293",4
"294",4
"295",3.5
"296",2.5
"297",4
"298",3
"299",4
"300",2
"301",2.5
"302",3.5
"303",2.5
"304",2
"305",2.5
"306",2.5
"307",2
"308",4
"309",3.5
"310",3
"311",2.5
"312",3
"313",4.5
"314",3.5
"315",3.5
"316",4
"317",2
"318",3.5
"319",3
"320",4.5
"321",3
"322",3.5
"323",2
"324",3.5
"325",4
"326",2.5
"327",3.5
"328",2
"329",4.5
"330",2.5
"331",4
"332",3.5
"333",4.5
"334",3.5
"335",2
"336",4
"337",4.5
"338",2.5
"339",3.5
"340",5
"341",2.5
"342",3
"343",3.5
"344",3.5
"345",3.5
"346",4
"347",3.5
"348",3.5
"349",1
"350",4.5
"351",2.5
"352",4
"353",4
"354",4.5
"355",3.5
"356",4.5
"357",3
"358",2.5
"359",3
"360",3.5
"361",4
"362",2.5
"363",2.5
"364",4.5
"365",3.5
"366",2.5
"367",3
"368",4
"369",3.5
"370",2.5
"371",2
"372",3
"373",2
"374",4.5
"375",3.5
"376",2.5
"377",2
"378",3
"379",3
"380",2.5
"381",4
"382",3.5
"383",4.5
"384",3.5
"385",3
"386",3.5
"387",3
"388",3
"389",3.5
"390",4
"391",3.5
"392",4.5
"393",3
"394",4
"395",4.5
"396",3.5
"397",4.5
"398",3.5
"399",3.5
"400",2
"401",4.5
"402",4.5
"403",3
"404",4.5
"405",5
"406",4
"407",4
"408",4
"409",3
"410",4
"411",3.5
"412",4.5
"413",4
"414",3.5
"415",3.5
"416",4
"417",3
"418",4
"419",4.5
"420",3
"421",4
"422",4
"423",3.5
"424",3
"425",3.5
"426",3.5
"427",2.5
"428",3.5
"429",3
"430",3
"431",3
"432",3.5
"433",1.5
"434",3
"435",5
"436",3
"437",4.5
"438",3.5
"439",4
"440",3.5
"441",4
"442",2.5
"443",3
"444",2
"445",4
"446",4
"447",4
"448",4
"449",3.5
"450",4.5
"451",4.5
"452",4
"453",4.5
"454",4
"455",3.5
"456",4.5
"457",3
"458",3.5
"459",3.5
"460",4.5
"461",3
"462",3.5
"463",4
"464",4
"465",3
"466",4
"467",3.5
"468",4.5
"469",2.5
"470",3.5
"471",3
"472",3
"473",5
"474",3
"475",3.5
"476",4
"477",2.5
"478",3.5
"479",4.5
"480",2.5
"481",3
"482",4
"483",3
"484",4.5
"485",4
"486",3.5
"487",4
"488",3.5
"489",3
"490",1.5
"491",3.5
"492",4
"493",3
"494",4.5
"495",3
"496",3.5
"497",4.5
"498",3
"499",3
"500",3
"501",4
"502",2.5
"503",2.5
"504",3
"505",3
"506",4
"507",3
"508",4.5
"509",3.5
"510",4
"511",4
"512",3.5
"513",2
"514",2
"515",4.5
"516",4.5
"517",3
"518",2.5
"519",3.5
"520",3.5
"521",3
"522",4.5
"523",2.5
"524",4
"525",4
"526",4
"527",1.5
"528",3.5
"529",4
"530",3
"531",4
"532",3.5
"533",3.5
"534",3
"535",4
"536",4
"537",2.5
"538",4
"539",3.5
"540",3.5
"541",1.5
"542",3.5
"543",4
"544",4
"545",3.5
"546",3
"547",4
"548",4
"549",3.5
"550",3
"551",3
"552",3
"553",4
"554",2
"555",2
"556",2.5
"557",4
"558",4
"559",2.5
"560",2.5
"561",3
"562",4
"563",3.5
"564",2
"565",3
"566",3.5
"567",3.5
"568",4
"569",3
"570",2.5
"571",2.5
"572",2.5
"573",4
"574",3.5
"575",3.5
"576",4
"577",4
"578",4
"579",3.5
"580",1.5
"581",2.5
"582",4.5
"583",3
"584",2.5
"585",4
"586",3.5
"587",3.5
"588",3.5
"589",3.5
"590",3
"591",4
"592",4
"593",3
"594",1.5
"595",2.5
"596",2.5
"597",3
"598",3
"599",3.5
"600",3
"601",3
"602",3.5
"603",4.5
"604",2.5
"605",2
"606",4
"607",1.5
"608",2.5
"609",4.5
"610",4
"611",3
"612",3.5
"613",1
"614",4
"615",3.5
"616",3.5
"617",4
"618",2.5
"619",2
"620",3
"621",3.5
"622",2
"623",4.5
"624",4
"625",4
"626",4
"627",3.5
"628",4
"629",3.5
"630",2.5
"631",2
"632",4.5
"633",3.5
"634",3.5
"635",3
"636",3
"637",4
