"","x"
"363",2.5
"364",3.5
"365",3.5
"366",3.5
"367",2.5
"368",3
"369",5
"370",3
"371",2.5
"372",3.5
"373",3.5
"374",4
"375",4
"376",4
"377",4.5
"378",4
"379",3.5
"380",4
"381",1.5
"382",3
"383",3
"384",3.5
"385",3.5
"386",4
"387",4
"388",2.5
"389",2.5
"390",4
"391",4
"392",3.5
"393",3.5
"394",1.5
"395",2
"396",3.5
"397",3.5
"398",2
"399",2.5
"400",4
"401",3
"402",2.5
"403",1
"404",4.5
"405",3
"406",3.5
"407",4
"408",1.5
"409",4
"410",2
"411",4
"412",3
"413",2.5
"414",5
"415",3
"416",3.5
"417",4
"418",2.5
"419",3
"420",4
"421",3.5
"422",3
"423",4.5
"424",4.5
"425",4
"426",3.5
"427",4.5
"428",2.5
"429",2
"430",3
"431",3
"432",2.5
"433",4
"434",2.5
"435",4
"436",4.5
"437",1.5
"438",4.5
"439",4
"440",2.5
"441",4
"442",3.5
"443",3
"444",4
"445",3.5
"446",3.5
"447",3
"448",2.5
"449",3
"450",3
"451",3
"452",3.5
"453",4
"454",4
"455",3
"456",2
"457",3.5
"458",4
"459",3.5
"460",2
"461",4
"462",4
"463",3
"464",3
"465",3
"466",3
"467",2.5
"468",5
"469",3
"470",2.5
"471",3
"472",4.5
"473",4
"474",3
"475",4
"476",3
"477",2.5
"478",5
"479",2.5
"480",3.5
"481",3.5
"482",4
"483",3
"484",3
"485",3.5
"486",3
"487",3
"488",3
"489",3
"490",3
"491",2.5
"492",4.5
"493",3.5
"494",3.5
"495",4
"496",3
"497",4
"498",2
"499",2.5
"500",3.5
"501",2.5
"502",2
"503",2.5
"504",4
"505",2.5
"506",2.5
"507",2
"508",3.5
"509",4
"510",3
"511",2.5
"512",3
"513",2.5
"514",3
"515",4.5
"516",3.5
"517",3.5
"518",4
"519",2
"520",4
"521",3.5
"522",3.5
"523",4
"524",3
"525",3
"526",3.5
"527",2
"528",3.5
"529",3.5
"530",4.5
"531",4
"532",2.5
"533",2
"534",4
"535",4.5
"536",2.5
"537",4
"538",3.5
"539",3.5
"540",2
"541",3.5
"542",4
"543",4.5
"544",2.5
"545",3
"546",3.5
"547",5
"548",2.5
"549",4
"550",2
"551",3.5
"552",2.5
"553",3.5
"554",4
"555",4
"556",3.5
"557",3.5
"558",3
"559",2
"560",4
"561",4
"562",3.5
"563",3
"564",4.5
"565",3.5
"566",3.5
"567",3
"568",1
"569",3
"570",4.5
"571",3.5
"572",4
"573",3.5
"574",2.5
"575",4
"576",3.5
"577",4
"578",4.5
"579",4
"580",2.5
"581",2.5
"582",3.5
"583",3
"584",3
"585",4.5
"586",3.5
"587",3
"588",3.5
"589",2
"590",2.5
"591",3
"592",3.5
"593",3.5
"594",4
"595",4
"596",4.5
"597",4
"598",4
"599",2.5
"600",4.5
"601",3.5
"602",4
"603",2.5
"604",3
"605",4
"606",3.5
"607",3.5
"608",2.5
"609",2
"610",3
"611",4
"612",3.5
"613",2
"614",4.5
"615",3.5
"616",2.5
"617",3.5
"618",2.5
"619",2
"620",2
"621",3
"622",2
"623",3.5
"624",3
"625",2.5
"626",3.5
"627",4
"628",4.5
"629",4
"630",4
"631",3.5
"632",3.5
"633",3
"634",3
"635",3.5
"636",3
"637",3.5
"638",4
"639",3.5
"640",3.5
"641",2.5
"642",4.5
"643",3
"644",4
"645",4.5
"646",1.5
"647",3.5
"648",4
"649",3.5
"650",3
"651",4.5
"652",3
"653",3.5
"654",2
"655",4.5
"656",4.5
"657",3
"658",3
"659",4.5
"660",4
"661",1
"662",4
"663",3.5
"664",3
"665",1.5
"666",4.5
"667",1.5
"668",4
"669",5
"670",4
"671",3.5
"672",3.5
"673",2.5
"674",4
"675",4
"676",2.5
"677",4
"678",3.5
"679",4
"680",3
"681",4
"682",5
"683",4
"684",3.5
"685",3
"686",3
"687",2.5
"688",3.5
"689",3.5
"690",4
"691",3
"692",3
"693",4.5
"694",3.5
"695",4.5
"696",4
"697",4.5
"698",3
"699",4
"700",4
"701",4
"702",4
"703",4
"704",3.5
"705",3
"706",3.5
"707",3.5
"708",4
"709",2.5
"710",2.5
"711",3.5
"712",3
"713",3
"714",3.5
"715",4
"716",3
"717",3.5
"718",3.5
"719",3
"720",1.5
"721",4
"722",3
"723",5
"724",3
"725",4
"726",1
"727",4
"728",1
"729",4
"730",4
"731",4.5
"732",3
"733",3.5
"734",4
"735",2.5
"736",2
"737",4
"738",3
"739",4.5
"740",2
"741",4
"742",4
"743",4
"744",1.5
"745",4
"746",3.5
"747",4.5
"748",4.5
"749",4
"750",4.5
"751",4
"752",3
"753",3.5
"754",3.5
"755",4.5
"756",4
"757",2.5
"758",3
"759",3
"760",3
"761",3.5
"762",3.5
"763",4.5
"764",3.5
"765",1.5
"766",3
"767",4
"768",4
"769",3
"770",4
"771",3.5
"772",4.5
"773",4
"774",1.5
"775",2.5
"776",3.5
"777",3
"778",3
"779",2.5
"780",5
"781",3
"782",3.5
"783",3.5
"784",4
"785",4
"786",2.5
"787",3.5
"788",3.5
"789",4.5
"790",2.5
"791",3
"792",4
"793",3
"794",4.5
"795",4
"796",3.5
"797",4
"798",3.5
"799",3
"800",1.5
"801",4
"802",3.5
"803",4
"804",3
"805",4.5
"806",3.5
"807",3
"808",4
"809",3.5
"810",3
"811",4.5
"812",3
"813",4
"814",3
"815",1.5
"816",2
"817",4
"818",2.5
"819",3.5
"820",2.5
"821",3
"822",3
"823",2.5
"824",4
"825",4.5
"826",3
"827",4
"828",4.5
"829",3.5
"830",3.5
"831",3.5
"832",3.5
"833",4
"834",4
"835",3.5
"836",4.5
"837",3.5
"838",4
"839",2
"840",2
"841",4.5
"842",4.5
"843",3
"844",2.5
"845",1.5
"846",3.5
"847",3.5
"848",1
"849",4.5
"850",2.5
"851",4
"852",3.5
"853",4
"854",4
"855",1.5
"856",4
"857",4
"858",3.5
"859",4
"860",2.5
"861",4
"862",4.5
"863",3
"864",4
"865",4.5
"866",3
"867",4
"868",3.5
"869",3.5
"870",3
"871",3
"872",4.5
"873",4
"874",3
"875",4
"876",2.5
"877",4
"878",4
"879",3.5
"880",2.5
"881",1.5
"882",4
"883",3.5
"884",4
"885",3.5
"886",3
"887",4
"888",3
"889",2.5
"890",3
"891",3
"892",4
"893",4
"894",4
"895",3
"896",3.5
"897",3
"898",3
"899",2.5
"900",3
"901",3.5
"902",2.5
"903",4
"904",4
"905",2
"906",3.5
"907",2
"908",2.5
"909",3
"910",4
"911",4
"912",4
"913",3.5
"914",2
"915",2.5
"916",3
"917",4
"918",4.5
"919",3.5
"920",2
"921",3.5
"922",2.5
"923",3.5
"924",4
"925",3.5
"926",2
"927",3
"928",4
"929",3
"930",3.5
"931",4
"932",3.5
"933",4
"934",3.5
"935",3.5
"936",3.5
"937",4
"938",3
"939",2.5
"940",2.5
"941",1
"942",2.5
"943",4
"944",2.5
"945",3.5
"946",3.5
"947",4
"948",4
"949",3.5
"950",3.5
"951",3.5
"952",3.5
"953",4
"954",4
"955",3.5
"956",2.5
"957",4.5
"958",3.5
"959",2.5
"960",2.5
"961",4
"962",1.5
"963",3.5
"964",3.5
"965",3.5
"966",3.5
"967",4
"968",3
"969",3.5
"970",3.5
"971",4
"972",4
"973",3
"974",2.5
"975",3.5
"976",3
"977",2.5
"978",3
"979",3
"980",3.5
"981",3
"982",3
"983",3
"984",3.5
"985",2.5
"986",4
"987",4.5
"988",2.5
"989",3.5
"990",2
"991",3
"992",4
"993",4
"994",1.5
"995",2.5
"996",4.5
"997",4.5
"998",4
"999",3.5
"1000",3
"1001",3.5
"1002",3.5
"1003",3.5
"1004",2.5
"1005",3
"1006",3.5
"1007",2
"1008",3.5
"1009",3.5
"1010",3
"1011",3.5
"1012",2
"1013",2.5
"1014",4
"1015",4.5
"1016",4
"1017",4
"1018",3.5
"1019",2.5
"1020",4
"1021",3.5
"1022",3.5
"1023",4
"1024",2
"1025",4.5
"1026",2.5
"1027",3.5
"1028",3.5
"1029",3.5
"1030",2
"1031",4.5
"1032",3.5
"1033",3.5
"1034",3
"1035",3
"1036",4
"1037",2.5
