,business_id,Alcohol,BikeParking,GoodForKids,NoiseLevel,RestaurantsGoodForGroups,RestaurantsReservations,WiFi,RestaurantsDelivery,BusinessParking,Add,Keep,Fix,Avoid,Positive_Negative_Percentage,name,address,city,latitude,longitude,stars,Review_Num,Average_Review_Star_Rating
10,x1Cd2gSPZVeNxDPzzqlClQ,0,1,1,0,1,0,0,0,0,beer pepperoni meatball wine sausage pepper dessert bacon mozzarella gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta rib margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,,,mushroom shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty cracker crouton fryer,['pizza 8 1 1'],Casey's General Store,602 W North St,Madison,43.2532756,-89.356575,4.0,10,4.0
11,4Vig7oCo9P-j2OnPUfaXCA,0,0,0,0,0,0,0,0,0,beer pepperoni meatball wine sausage pepper dessert bacon mozzarella gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta rib margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,,,mushroom shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty cracker crouton fryer,[],Papa John's Pizza,1307 E Florida Ave,Urbana-Champaign,40.0980033,-88.19275090000002,2.0,5,1.8
12,sytLExNDyQuELMDguVUqhA,0,0,1,0,0,0,0,0,0,beer pepperoni meatball wine sausage pepper dessert bacon mozzarella gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta rib margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,,,mushroom shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty cracker crouton fryer,[],Pizza Hut,19565 Detroit Rd,Cleveland,41.479501,-81.83924630279999,2.0,3,2.0
13,mSWNf1muSy9wgGtMRgt7Fg,1,0,1,1,1,1,1,0,1,beer wine sausage dessert bacon mozzarella gluten spinach lasagna gelato cocktail gnocchi margherita ricotta rib margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,pepperoni meatball pepper parmesan pesto,mushroom spaghetti caesar seasoning crouton,shrimp lettuce noodle broccoli ketchup patty cracker fryer,"['pizza 9 4 0', 'food 9 4 2', 'service 7 1 0', 'ice 10 2 2']",Zeppe's Tavern & Pizzeria,"25780 Miles Rd, Ste C",Cleveland,41.4236915634,-81.4968538208,3.5,25,3.52
14,_3-gItHIdBvQ9XrDrIQLXg,0,0,0,0,0,0,0,0,0,pepperoni meatball wine sausage pepper dessert bacon mozzarella gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,beer rib,fryer,mushroom shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty cracker crouton,[],Ribkens Cpr,226 Center Rd,Pittsburgh,40.4405424,-79.7670274,2.5,3,2.333
15,2PBPh8LTwt_mXP0GUYa9NQ,0,0,1,1,1,0,0,0,1,beer meatball wine dessert bacon gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,pepperoni sausage pepper mozzarella rib,mushroom,shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty cracker crouton fryer,"['pizza 15 4 2', 'ice 9 1 0']",Veltre's Pizza,848 Allegheny River Blvd,Pittsburgh,40.5251659,-79.84048879999997,4.0,23,3.913
16,wTBfpTjdWG_zoE62B_bLtA,0,0,0,0,0,0,0,0,1,beer meatball wine dessert bacon gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta rib margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria chipotle lemonade espresso pudding dumpling bourbon peach,pepperoni sausage pepper mozzarella candy,mushroom lettuce,shrimp spaghetti caesar noodle broccoli seasoning ketchup patty cracker crouton fryer,['pizza 7 3 0'],Monical's Pizza,102 W Vine St,Urbana-Champaign,39.98906,-88.2624359,3.0,10,3.1
17,EJGv2la6CcZmEIpkE4hzyg,1,1,0,1,1,1,0,1,0,pepperoni meatball wine sausage pepper dessert bacon mozzarella gluten parmesan spinach lasagna gelato gnocchi pesto margherita ricotta rib margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,beer cocktail,,mushroom shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty cracker crouton fryer,[],Iron City Cafe,4002 Jennings Rd,Cleveland,41.4474028,-81.6882012,4.5,3,4.333
18,nsw3tlB-hwz4KbPYcuaSww,1,1,1,1,0,0,1,1,1,meatball bacon lasagna cocktail gnocchi ricotta honey cider zucchini donut turkey cauliflower hummus cooky carbonara cheddar peanut grape sangria candy lemonade pudding dumpling bourbon peach,beer pepperoni wine sausage pepper dessert mozzarella gluten parmesan spinach gelato pesto margherita rib margarita tiramisu balsamic cannoli savory truffle chipotle espresso,mushroom spaghetti lettuce cracker,shrimp caesar noodle broccoli seasoning ketchup patty crouton fryer,"['pizza 197 30 5', 'food 59 16 2', 'cheese 28 14 2', 'sauce 22 12 6', 'service 62 5 2', 'salad 43 9 3', 'restaurant 27 10 1', 'crust 50 12 3', 'beer 4 4 2', 'menu 24 10 2', 'staff 63 4 4', 'price 40 14 1', 'bread 11 2 2', 'dinner 11 4 2', 'meal 21 2 0', 'pasta 6 1 2', 'flavor 33 11 2', 'lunch 23 6 1', 'pie 9 8 1', 'pepperoni 4 2 0', 'location 3 3 2', 'wine 9 6 2', 'sausage 10 9 1', 'garlic 8 8 0', 'meat 3 5 2', 'tomato 27 7 0', 'appetizer 5 2 0', 'style 9 6 2', 'mushroom 8 6 0', 'pepper 11 10 0', 'dough 8 0 0', 'dessert 18 5 0', 'onion 4 3 1', 'kitchen 1 4 1', 'fan 30 2 3', 'parking 4 4 1', 'mozzarella 62 21 6', 'employee 8 1 1', 'water 6 1 1', 'oil 9 10 1', 'cream 4 2 2', 'serve 14 10 0', 'egg 4 1 1', 'ice 119 21 7', 'pesto 18 5 1', 'margherita 16 9 4', 'chocolate 3 3 0', 'arugula 9 2 1', 'salt 6 0 1', 'prosciutto 10 2 1', 'tea 8 2 2', 'ale 5 4 0', 'ham 6 0 1', 'fee 15 4 2', 'cafe 5 4 1', 'topping 14 8 3', 'dressing 4 1 1', 'olive 6 7 2', 'pear 5 4 0', 'pea 6 6 1']",Novanta,8452 Old Sauk Rd,Madison,43.075373344300004,-89.5296266589,4.5,255,4.561
19,goMccfETQlUOb9_USl4BUg,1,1,1,1,1,0,1,0,1,pepperoni meatball wine sausage pepper dessert mozzarella gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,beer bacon rib margarita,shrimp lettuce broccoli seasoning patty fryer,mushroom spaghetti caesar noodle ketchup cracker crouton,"['pizza 7 1 0', 'food 25 2 3', 'cheese 7 1 0', 'sauce 9 3 0', 'service 19 1 1', 'restaurant 9 1 1', 'menu 6 2 0', 'staff 6 1 0', 'price 7 2 1', 'meal 2 3 2', 'server 7 0 0', 'sandwich 6 1 0', 'lunch 5 2 2', 'waitress 6 1 2', 'burger 19 4 3', 'bartender 5 1 1', 'serve 9 1 0', 'ice 30 2 2', 'rib 5 2 1', 'tea 4 2 0', 'wing 9 2 3']",Mean Mugs Pub,9055 Mentor Ave,Cleveland,41.6759301,-81.3153778,4.5,57,4.281
20,ZfCzpZNYSWeA3Ouku2eqlA,0,0,1,0,0,0,0,0,0,beer meatball wine sausage dessert bacon mozzarella gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,pepperoni pepper rib,,mushroom shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty cracker crouton fryer,[],Pizza Hut,4001 Main St,Pittsburgh,40.3822107008,-79.9046134,1.5,5,1.6
21,h8MMgum-XUQhU4xWCyQWLQ,1,1,1,0,1,0,0,1,1,pepperoni meatball sausage pepper dessert mozzarella gluten spinach lasagna gelato gnocchi margherita ricotta tiramisu cider zucchini donut balsamic turkey cannoli cauliflower cooky savory carbonara truffle peanut grape candy chipotle lemonade espresso pudding dumpling peach,beer wine bacon parmesan cocktail pesto rib margarita honey hummus cheddar sangria bourbon,mushroom lettuce caesar broccoli seasoning patty,shrimp spaghetti noodle ketchup cracker crouton fryer,"['food 66 11 6', 'cheese 6 3 0', 'sauce 12 4 1', 'service 29 4 2', 'salad 8 5 0', 'restaurant 11 2 3', 'chicken 10 9 2', 'beer 20 8 0', 'menu 26 9 3', 'staff 15 1 0', 'price 6 6 2', 'bread 5 2 0', 'dinner 4 6 1', 'meal 5 5 0', 'server 9 2 4', 'flavor 5 5 1', 'sandwich 3 7 1', 'lunch 2 2 2', 'pie 4 1 1', 'waitress 6 2 1', 'burger 28 9 1', 'meat 3 6 1', 'appetizer 3 4 0', 'steak 6 1 0', 'fan 8 4 1', 'parking 5 3 3', 'serve 14 2 5', 'ice 47 11 4', 'chef 12 2 1', 'music 9 6 3', 'taco 8 3 0', 'rib 4 4 2', 'calamari 7 0 0', 'tea 9 1 1', 'ale 4 2 0', 'wing 14 2 1', 'tuna 2 2 2', 'pea 3 3 1']",The Jailhouse Taverne,15478 Avon Belden Rd,Cleveland,41.260574,-82.022644,4.0,125,4.104
22,a3ZqjElMgAe924sbXZVcvA,0,0,1,0,1,0,0,1,0,beer wine sausage dessert bacon mozzarella gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta rib margarita honey tiramisu cider donut balsamic turkey cannoli cauliflower hummus cooky carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,pepperoni meatball pepper zucchini savory,lettuce broccoli,mushroom shrimp spaghetti caesar noodle seasoning ketchup patty cracker crouton fryer,"['pizza 12 5 2', 'cheese 3 3 0', 'crust 3 5 0', 'price 9 1 0', 'lunch 2 4 0', 'ice 11 2 0']",Sciulli's Pizza,3404 5th Ave,Pittsburgh,40.4391344,-79.961805,4.5,21,4.571
23,GqH0U0E3Te5pUUjyiIzNBQ,0,0,1,0,1,0,0,0,0,beer pepperoni meatball wine sausage pepper dessert bacon mozzarella gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta rib margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,,mushroom,shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty cracker crouton fryer,['pizza 3 2 1'],Hungry Howie's Pizza,1444 E Main,Cleveland,41.1536575,-81.3363537,3.0,8,3.0
24,uE6hI5_i4QVq12xU99xtqA,0,0,1,1,0,0,0,0,0,beer wine dessert mozzarella gluten parmesan lasagna gelato cocktail gnocchi pesto margherita margarita honey tiramisu cider balsamic turkey cannoli cauliflower hummus cooky carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,pepperoni meatball sausage pepper bacon spinach ricotta rib zucchini donut savory,mushroom broccoli,shrimp spaghetti lettuce caesar noodle seasoning ketchup patty cracker crouton fryer,"['pizza 60 6 1', 'food 10 2 3', 'cheese 12 7 1', 'sauce 12 4 3', 'service 4 3 2', 'crust 22 7 1', 'delivery 8 10 3', 'staff 5 0 1', 'price 3 3 1', 'lunch 6 0 0', 'pie 6 4 0', 'pepperoni 3 2 1', 'meat 4 2 0', 'pepper 5 1 1', 'hoagie 8 5 0', 'ice 25 10 4', 'tea 2 3 1', 'wing 6 4 0', 'topping 5 1 0']",Fazio's Pizza,4028 Penn Ave,Pittsburgh,40.4652007,-79.9568209,4.0,79,3.987
25,Qy_FDRtL-f-syUlEKpg_6A,0,0,1,1,1,0,0,0,0,beer wine dessert bacon gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,pepperoni meatball sausage pepper mozzarella rib,mushroom,shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty cracker crouton fryer,"['pizza 11 1 3', 'sauce 3 1 2', 'ice 5 3 0']",Teresa's Pizza,4174 Wheatley Rd,Cleveland,41.219576,-81.6369753,2.5,15,2.667
26,yU7GLvB07AEGhsoCc9scQg,1,0,1,0,0,1,1,1,1,meatball wine sausage dessert mozzarella gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,beer pepperoni pepper bacon rib,cracker,mushroom shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty crouton fryer,"['pizza 6 2 2', 'cheese 5 1 3']",P & M Pizza,1609 5th Ave,Pittsburgh,40.5766784,-79.7682652,4.0,12,3.833
27,TQqhfjlPVEz41K_wAogQSQ,1,1,1,1,1,0,1,0,1,gelato cocktail gnocchi ricotta margarita honey cider zucchini donut turkey cauliflower hummus cooky savory cheddar peanut grape candy chipotle espresso bourbon peach,beer pepperoni meatball wine sausage pepper dessert bacon mozzarella gluten parmesan spinach lasagna pesto margherita rib tiramisu balsamic cannoli carbonara truffle sangria lemonade pudding dumpling,mushroom shrimp spaghetti lettuce caesar noodle cracker,broccoli seasoning ketchup patty crouton fryer,"['pizza 81 13 13', 'food 24 8 8', 'cheese 19 9 2', 'sauce 15 11 4', 'service 25 10 5', 'salad 23 6 3', 'restaurant 15 9 8', 'crust 28 13 6', 'chicken 5 1 1', 'beer 5 1 0', 'menu 9 8 1', 'delivery 3 4 4', 'staff 13 2 3', 'price 11 10 1', 'bread 10 3 1', 'dinner 5 5 1', 'meal 13 2 3', 'pasta 6 5 4', 'server 7 3 4', 'flavor 5 4 2', 'sandwich 5 0 1', 'lunch 12 3 1', 'pie 5 8 2', 'pepperoni 3 6 2', 'location 7 0 0', 'meatball 5 4 0', 'wine 4 2 1', 'sausage 11 8 1', 'garlic 7 3 0', 'meat 9 4 0', 'tomato 4 4 1', 'appetizer 5 6 2', 'style 2 5 0', 'mushroom 5 3 1', 'pepper 6 9 2', 'dough 7 9 3', 'dessert 6 2 1', 'onion 5 2 2', 'bacon 5 2 1', 'fan 19 1 1', 'waiter 8 3 1', 'oil 4 2 1', 'cream 4 2 1', 'serve 11 2 7', 'ice 54 18 8', 'cake 5 3 0', 'rib 2 0 5', 'arugula 0 5 1', 'salt 3 4 0', 'tea 4 3 0', 'fee 2 5 1', 'topping 4 3 5', 'dressing 6 1 1', 'olive 4 1 2', 'fig 1 1 6']",Luigi's,515 S Midvale Blvd,Madison,43.0548519,-89.450401,3.5,125,3.456
28,gbDZhohLAOL1ufdVWHMTxQ,0,1,1,1,1,0,0,0,1,beer meatball wine dessert bacon mozzarella gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,pepperoni sausage pepper rib,mushroom,shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty cracker crouton fryer,"['pizza 5 3 3', 'delivery 2 3 1', 'ice 3 1 2']",Pizza Hut,4710 Baum Blvd,Pittsburgh,40.45388120000001,-79.94957048100001,2.0,11,2.091
29,Zp2vJfHciG9IiXfmtH5Wdw,0,1,1,1,1,0,1,0,1,beer wine sausage dessert bacon gluten parmesan lasagna gelato cocktail gnocchi margherita ricotta margarita honey tiramisu cider donut balsamic cannoli cauliflower cooky carbonara truffle peanut grape sangria candy lemonade espresso pudding dumpling bourbon peach,pepperoni meatball pepper mozzarella spinach pesto rib zucchini turkey hummus savory cheddar chipotle,mushroom shrimp lettuce seasoning,spaghetti caesar noodle broccoli ketchup patty cracker crouton fryer,"['pizza 13 4 3', 'food 37 11 2', 'cheese 6 1 2', 'sauce 9 4 1', 'service 12 2 3', 'salad 5 4 1', 'restaurant 4 2 1', 'chicken 23 5 1', 'menu 9 3 0', 'delivery 18 10 3', 'price 10 5 0', 'bread 5 2 1', 'dinner 4 2 0', 'meal 6 2 0', 'flavor 15 3 0', 'sandwich 11 5 3', 'lunch 5 3 1', 'pie 1 5 2', 'meat 5 3 1', 'pepper 2 6 0', 'oil 2 2 2', 'ice 34 8 3', 'rib 0 1 5', 'tea 4 3 1', 'wing 9 3 0', 'topping 2 5 0', 'dressing 9 1 0', 'leg 3 3 0']",Beta Bites,338 S Bouquet St,Pittsburgh,40.4400088,-79.95325229999997,4.0,88,3.898
30,vvyr4r16lx5hjHJpaFJ8kw,0,0,1,1,1,0,0,0,0,beer meatball wine sausage dessert bacon mozzarella gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta margarita honey tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,pepperoni pepper rib,fryer,mushroom shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty cracker crouton,['pizza 2 3 2'],Kicker's Pizza & More,15089 Snow Rd,Cleveland,41.403411,-81.803236,3.5,10,3.6
31,P7Vk5j_XzWl-9kS5qZd9aQ,0,0,0,0,0,0,0,0,0,meatball wine dessert bacon mozzarella gluten parmesan spinach lasagna gelato cocktail gnocchi pesto margherita ricotta margarita tiramisu cider zucchini donut balsamic turkey cannoli cauliflower hummus cooky savory carbonara truffle cheddar peanut grape sangria candy chipotle lemonade espresso pudding dumpling bourbon peach,beer pepperoni sausage pepper rib honey,mushroom,shrimp spaghetti lettuce caesar noodle broccoli seasoning ketchup patty cracker crouton fryer,"['pizza 8 7 3', 'food 1 3 2', 'sauce 4 3 1', 'ice 4 0 3']",Fat Angelo's Pizzeria - Pittsburgh,511 E Carson St,Pittsburgh,40.4288129,-79.994599,3.0,21,2.905
